volante_regulable,aire_acondicionado,camara_trasera,elevalunas_electrico,bluetooth,gps,años_registro_venta,precio_log,potencia_log,km_log,tipo_gasolina_electro,tipo_gasolina_hybrid_petrol,tipo_gasolina_petrol,color_black,color_blue,color_brown,color_desconocido,color_green,color_grey,color_orange,color_red,color_silver,color_white,tipo_coche_coupe,tipo_coche_desconocido,tipo_coche_estate,tipo_coche_hatchback,tipo_coche_sedan,tipo_coche_subcompact,tipo_coche_suv,tipo_coche_van,alerta_lim_velocidad_no,alerta_lim_velocidad_si,venta_trimestre_venta_segundo_trimestre,venta_trimestre_venta_tercer_trimestre,modelo_grupo_Serie_1,modelo_grupo_Serie_4,modelo_grupo_Serie_5,modelo_grupo_Serie_6,modelo_grupo_Serie_7,modelo_grupo_Serie_Hybrid,modelo_grupo_Serie_M,modelo_grupo_Serie_Z
1,1,0,0,0,1,0.14814814814814814,9.296609807128359,0.42851230074266633,0.829698048881162,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,1,0,0,1,1,0.14814814814814814,9.441531454869693,0.48610332183734495,0.8217656402479416,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,0.18518518518518517,9.99884318585288,0.7870739077099544,0.8407826901450721,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,1,1,0,0,1,0.14814814814814814,10.214678610538817,0.7143396326832558,0.8086205527722852,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,0,0,0,0,1,0.14814814814814814,8.987321812850125,0.42851230074266633,0.8186026355645237,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,1,1,0,1,0.2962962962962963,9.34145634983372,0.6180997510991002,0.8920242881444016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,0,1,0,1,0.1111111111111111,9.867912187022208,0.5508216337502048,0.83199762240072,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,1,0,0,0,1,0.18518518518518517,9.417435838868785,0.5508216337502048,0.8278145782100688,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,1,0,0,1,1,0.14814814814814814,9.55400099583723,0.5034116533660344,0.8416969999195647,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.14814814814814814,9.503084610020228,0.5034116533660344,0.7759877279519134,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,0.14814814814814814,9.296609807128359,0.42851230074266633,0.7865196300285464,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,0,1,1,1,0.1111111111111111,10.016860879703811,0.7143396326832558,0.8347878666023796,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0,1,0,0,0,1,0.14814814814814814,8.497194544909547,0.48610332183734495,0.7791683626255232,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,0,1,0,1,0.18518518518518517,10.043292972227004,0.7824517432886577,0.833517501009611,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,0,1,1,1,0.14814814814814814,9.888424674859083,0.592683933040933,0.85430330514305,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,1,0,1,1,1,0.1111111111111111,10.239995502805316,0.653132151864831,0.7659725299289104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0,1,0,1,0,1,0.18518518518518517,8.699681400989514,0.592683933040933,0.9486908354341019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,1,0,1,0,1,0.18518518518518517,9.472781556562168,0.5508216337502048,0.7767894771354358,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,0,1,0,1,0.18518518518518517,9.220389707829185,0.592683933040933,0.8393350270788185,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,0.14814814814814814,9.539716058977092,0.5508216337502048,0.8515041930748202,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0,1,0,1,1,1,0.18518518518518517,9.809231816610408,0.653132151864831,0.7928772232982537,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0,0,0,0,0,1,0.18518518518518517,9.012011377036412,0.5034116533660344,0.7952374259578212,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
1,1,1,1,0,1,0.1111111111111111,10.102379394048045,0.7143396326832558,0.8461577568137522,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,1,0,1,0,1,0.1111111111111111,9.928228944424575,0.7143396326832558,0.7876960943592548,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,1,0,0,0,1,0.14814814814814814,9.433563920090563,0.5508216337502048,0.7976238247509679,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1,1,0,0,0,1,0.14814814814814814,8.79497643168877,0.5508216337502048,0.8526503626547306,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1,1,1,1,0,1,0.14814814814814814,9.862717639992917,0.5508216337502048,0.8268768925176906,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0,1,0,0,0,1,0.1111111111111111,9.503084610020228,0.42851230074266633,0.7822683505086032,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,0.14814814814814814,7.8636512654486515,0.42851230074266633,0.868777984506647,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,0,1,0,1,0.2962962962962963,8.630700432209832,0.5508216337502048,0.8778603300371188,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1,1,0,1,0,1,0.1111111111111111,9.923339198238729,0.48610332183734495,0.7438053748230264,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,1,0,1,0,1,0.14814814814814814,9.803722464346553,0.7143396326832558,0.8652553397654836,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,1,1,1,0,1,0.14814814814814814,9.76428295481558,0.5508216337502048,0.8109485900616844,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,1,1,0,1,0.14814814814814814,10.451637862362272,0.7824517432886577,0.8374572841509995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1,1,0,1,1,1,0.18518518518518517,9.862717639992917,0.6418311271719599,0.8830668145597937,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,1,0,0,0,1,0.14814814814814814,9.433563920090563,0.5034116533660344,0.8010105723559164,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0.14814814814814814,9.15915233520675,0.5034116533660344,0.7869163255677165,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,0.14814814814814814,9.862717639992917,0.7143396326832558,0.7279979909811962,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
0,1,0,0,0,1,0.18518518518518517,9.314790473332646,0.42851230074266633,0.8471796442544834,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,0.18518518518518517,10.154285180632154,0.7143396326832558,0.8807234084380313,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
0,1,0,1,0,1,0.18518518518518517,9.65509029374725,0.5508216337502048,0.8460790494541721,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,1,1,0,1,0.18518518518518517,9.62251624577579,0.6950762404959439,0.86879129186422,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1,1,0,1,0,1,0.1111111111111111,9.65509029374725,0.48610332183734495,0.8711268604934219,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,1,1,1,1,0.037037037037037035,10.460270761075149,0.653132151864831,0.34274135269055317,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0,1,0,1,1,1,0.14814814814814814,9.48044384215367,0.592683933040933,0.846638582573626,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,1,0,1,1,1,0.18518518518518517,9.401043372798053,0.5034116533660344,0.7890570611023073,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
1,1,1,1,0,1,0.25925925925925924,9.723223876851618,0.6301619268422967,0.7858503513198083,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0,1,1,1,1,1,0.1111111111111111,10.214678610538817,0.7143396326832558,0.8400069955676177,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0,1,0,0,0,1,0.18518518518518517,9.45727857185611,0.42851230074266633,0.8643845272337329,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,0.14814814814814814,9.561067663645012,0.5508216337502048,0.8446383312994765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,1,0,0,0,1,0.18518518518518517,8.24301946898925,0.42851230074266633,0.8175819064181622,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
1,1,0,0,0,1,0.18518518518518517,9.62251624577579,0.5508216337502048,0.7713821518573267,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,0,1,0,1,0.1111111111111111,9.642187721358466,0.592683933040933,0.8579644406149469,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,1,0,1,0,1,0.18518518518518517,9.642187721358466,0.5508216337502048,0.8096685298520421,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0.14814814814814814,9.259225769705994,0.42851230074266633,0.806437771909666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,1,1,0,1,0.1111111111111111,9.873079890114703,0.48610332183734495,0.8380539079706004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,1,1,1,0,1,0.2222222222222222,10.081675578048475,0.6950762404959439,0.7736325949115881,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
0,1,0,1,1,1,0.14814814814814814,10.261196961231647,0.592683933040933,0.7210887387926253,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0.18518518518518517,9.38437770918244,0.5508216337502048,0.7480285774132647,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,0,0,1,1,0.18518518518518517,9.472781556562168,0.5508216337502048,0.8660667030865064,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,1,0,1,0.07407407407407407,9.918425424900335,0.5199220766650368,0.7891674392298111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0,1,1,1,1,1,0.07407407407407407,10.154285180632154,0.7143396326832558,0.7258203153588683,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0,1,0,1,1,1,0.1111111111111111,10.243560441877241,0.592683933040933,0.740085298681938,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
0,1,0,0,0,1,0.14814814814814814,9.332646496360152,0.5508216337502048,0.779179361749627,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,0,1,0,1,0.18518518518518517,9.928228944424575,0.592683933040933,0.7184794586739203,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,0.18518518518518517,9.472781556562168,0.5034116533660344,0.8191957886730248,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,0.2222222222222222,9.65509029374725,0.5508216337502048,0.8780053600999229,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,1,1,1,0,1,0.14814814814814814,10.196194479235656,0.7824517432886577,0.8688622437383953,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,1,0,1,1,1,0.14814814814814814,9.781376414141157,0.592683933040933,0.8120839084248797,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,1,1,1,0,1,0.18518518518518517,8.895766604056085,0.5508216337502048,0.8697234458253935,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,0.14814814814814814,9.517898598432753,0.48610332183734495,0.8421813274112662,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0,1,1,0,1,1,0.1111111111111111,9.32375833901174,0.5034116533660344,0.8486387115809566,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,1,0,1,0,1,0.14814814814814814,9.883335864325275,0.5034116533660344,0.7702180456212606,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,0.14814814814814814,9.433563920090563,0.42851230074266633,0.8371557447919606,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,0.14814814814814814,9.60918360377546,0.5508216337502048,0.8236927589349807,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0,1,0,0,0,1,0.14814814814814814,9.314790473332646,0.42851230074266633,0.8561273164170151,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,0.18518518518518517,9.45727857185611,0.5508216337502048,0.8579421282334545,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,0,0,0,1,0.14814814814814814,9.296609807128359,0.42851230074266633,0.8562217056173942,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,1,1,0,1,0.1111111111111111,10.12667110305036,0.7143396326832558,0.7598031537081045,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,1,0,0,0,1,0.18518518518518517,9.44943600950432,0.5508216337502048,0.8014201359422126,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.1111111111111111,9.433563920090563,0.5034116533660344,0.8051605663885009,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,0.18518518518518517,9.488047863280759,0.48610332183734495,0.837267056692405,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,1,0,0,0,1,0.18518518518518517,9.561067663645012,0.5508216337502048,0.8381709271226956,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,1,0,1,1,1,0.1111111111111111,10.060534035475412,0.653132151864831,0.8246482662934567,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0,1,0,0,0,1,0.14814814814814814,9.433563920090563,0.48610332183734495,0.7909816723441101,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,0.18518518518518517,9.525224101853109,0.48610332183734495,0.777268120434867,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,0,1,1,1,0.18518518518518517,9.913487387114461,0.5508216337502048,0.7941024473323373,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,0.37037037037037035,8.497194544909547,0.4487556962626724,0.8872800686112354,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,1,0,1,0,1,0.18518518518518517,9.425532393502772,0.5508216337502048,0.8389537918037582,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0,1,0,1,1,1,0.14814814814814814,9.44943600950432,0.5508216337502048,0.8853035852442981,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,0.18518518518518517,10.169728906753061,0.7143396326832558,0.7588266555532093,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,1,1,1,0,1,0.18518518518518517,9.873079890114703,0.6418311271719599,0.8259778315831168,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,1,0,1,0,1,0.14814814814814814,9.23024103368252,0.5508216337502048,0.8898369391078536,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0,1,0,1,1,1,0.1111111111111111,9.957075711706057,0.7143396326832558,0.798621057817904,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0,1,0,0,0,1,0.18518518518518517,9.401043372798053,0.5508216337502048,0.8780511288283128,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,0.37037037037037035,8.881975184248867,0.5199220766650368,0.8158868893057711,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,1,0,1,0,1,0.1111111111111111,10.122663242288953,0.592683933040933,0.6462368752236836,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0,1,0,0,0,1,0.18518518518518517,9.575052927597383,0.653132151864831,0.8335505289686092,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,0,0,0,0,1,0.18518518518518517,7.783640596221253,0.5508216337502048,0.8607610814749798,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,0,0,0,1,0.14814814814814814,9.148571345578551,0.5508216337502048,0.8844776377319201,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,1,1,1,0,1,0.07407407407407407,10.614007941153417,0.7143396326832558,0.7550857518057914,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1,1,1,1,0,1,0.18518518518518517,10.594156665220533,0.7143396326832558,0.754305551480499,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
0,1,0,1,1,1,0.1111111111111111,10.085850775128717,0.592683933040933,0.7960727549534496,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0.18518518518518517,9.38437770918244,0.592683933040933,0.8411689807784253,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,0.14814814814814814,9.15915233520675,0.42851230074266633,0.8340995726237082,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,1,0,1,0,1,0.25925925925925924,9.200391041122515,0.5792661557132386,0.874105216372052,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,1,0,0,0,1,0.14814814814814814,9.417435838868785,0.5508216337502048,0.8611871672935063,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,0.8518518518518519,5.993961427306569,0.42851230074266633,0.7692831968999398,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,1,0,1,1,1,0.14814814814814814,9.966509298952284,0.653132151864831,0.8096161998370865,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,1,0,0,0,1,0.14814814814814814,8.497194544909547,0.5508216337502048,0.887323641372795,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0,1,0,0,0,1,0.14814814814814814,9.34145634983372,0.48610332183734495,0.8494996940774708,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,0,1,1,1,0.14814814814814814,9.937937287265354,0.592683933040933,0.796985949574303,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0,1,0,1,0,1,0.14814814814814814,9.60918360377546,0.653132151864831,0.8714001063048216,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,1,0,0,0,1,0.18518518518518517,9.495594499353297,0.5508216337502048,0.7882846249846485,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,0.037037037037037035,11.088292827848269,0.7901225454520047,0.6489990148686522,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,1,1,1,0,1,0.037037037037037035,10.328787967145063,0.7746130766215851,0.7856979882354438,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1,1,0,0,0,1,0.14814814814814814,9.375939552625749,0.42851230074266633,0.8401314591139475,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,1,1,0,0,1,0.18518518518518517,9.692828247710418,0.592683933040933,0.7731947608397587,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,0.14814814814814814,9.375939552625749,0.5508216337502048,0.7782372815556409,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0,1,0,1,0,1,0.18518518518518517,9.893487720457795,0.653132151864831,0.8414997770220107,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
