,pk_cid,propensity_score,propensity_segment
24226,1036906,1.03962475e-05,Low
24227,1036907,8.624726e-06,Low
24228,1036908,1.2862375e-05,Low
24229,1036909,8.476467e-06,Low
24230,1036910,9.575443e-06,Low
24231,1036911,1.5065051e-05,Low
24232,1036912,7.0503465e-06,Low
24233,1036913,1.0567699e-05,Low
24234,1036914,6.8161057e-06,Low
24235,1036916,1.0752977e-05,Low
24236,1036917,6.348988e-06,Low
24237,1036918,1.50576825e-05,Low
24238,1036920,8.158663e-06,Low
24239,1036921,1.2136875e-05,Low
24240,1036922,1.36462895e-05,Low
24241,1036923,9.147801e-06,Low
24242,1036924,1.1518552e-05,Low
24243,1036925,1.1151909e-05,Low
24244,1036926,7.506111e-06,Low
24245,1036927,4.5640413e-06,Low
24246,1036928,1.7319797e-05,Low
24247,1036929,5.6298973e-06,Low
24248,1036932,1.6848584e-05,Low
24249,1036933,8.12977e-06,Low
24250,1036934,8.501385e-06,Low
24251,1036935,9.061548e-06,Low
24252,1036936,2.1158477e-05,Low
24253,1036937,1.4962506e-05,Low
24254,1036938,1.2556756e-05,Low
24255,1036939,2.0100748e-05,Low
24256,1036940,1.3527744e-05,Low
24257,1036941,9.011512e-06,Low
24258,1036943,6.7377373e-06,Low
24259,1036944,1.0381069e-05,Low
24260,1036946,1.0596916e-05,Low
24261,1036947,4.4376916e-06,Low
24262,1036948,6.5640575e-06,Low
24263,1036949,5.937724e-06,Low
24264,1036951,1.7164311e-05,Low
24265,1036952,9.767606e-06,Low
24266,1036953,1.3840355e-05,Low
24267,1036954,8.414008e-06,Low
24268,1036955,1.166438e-05,Low
24269,1036956,6.458718e-06,Low
24270,1036958,2.0650681e-05,Low
24271,1036959,5.2492746e-06,Low
24272,1036960,8.274673e-06,Low
24273,1036961,1.3306161e-05,Low
24274,1036962,9.399709e-06,Low
24275,1036963,4.4376916e-06,Low
24276,1036964,9.147801e-06,Low
24277,1036965,1.3204225e-05,Low
24278,1036966,1.5288635e-05,Low
24279,1036967,1.1074881e-05,Low
24280,1036968,1.0136349e-05,Low
24281,1036969,6.3664856e-06,Low
24282,1036970,6.20017e-06,Low
24283,1036972,6.7588203e-06,Low
24284,1036973,1.2427248e-05,Low
24285,1036974,1.3152734e-05,Low
24286,1036975,8.476467e-06,Low
24287,1036976,1.6013006e-05,Low
24288,1036978,5.1442753e-06,Low
24289,1036979,1.0243311e-05,Low
24290,1036980,2.0709886e-05,Low
24291,1036981,7.894825e-06,Low
24292,1036982,6.9954676e-06,Low
24293,1036983,1.0787272e-05,Low
24294,1036984,1.4325245e-05,Low
24295,1036985,8.107271e-06,Low
24296,1036986,1.0483473e-05,Low
24297,1036987,1.9653744e-05,Low
24298,1036989,5.0953226e-06,Low
24299,1036990,4.854644e-06,Low
24300,1036991,9.147801e-06,Low
24301,1036992,9.4793595e-06,Low
24302,1036993,1.0410742e-05,Low
24303,1036994,5.0593508e-06,Low
24304,1036995,4.882744e-06,Low
24305,1036996,7.833148e-06,Low
24306,1036997,1.3907779e-05,Low
24307,1036998,1.0624439e-05,Low
24308,1037000,1.384681e-05,Low
24309,1037001,7.582041e-06,Low
24310,1037002,7.1452246e-06,Low
24311,1037003,8.937463e-06,Low
24312,1037004,3.6494057e-05,Low
24313,1037005,2.4353272e-05,Low
24314,1037006,8.52193e-06,Low
24315,1037007,7.202866e-06,Low
24316,1037010,7.4732898e-06,Low
24317,1037012,1.227494e-05,Low
24318,1037013,8.476467e-06,Low
24319,1037014,4.542235e-06,Low
24320,1037015,7.153994e-06,Low
24321,1037016,2.0479703e-05,Low
24322,1037017,4.568444e-06,Low
24323,1037018,1.0628756e-05,Low
24324,1037019,1.02099075e-05,Low
24325,1037020,7.504414e-06,Low
24326,1037021,1.4757857e-05,Low
24327,1037022,1.7215509e-05,Low
24328,1037023,6.540562e-06,Low
24329,1037024,1.321594e-05,Low
24330,1037026,6.7716396e-06,Low
24331,1037027,6.027635e-06,Low
24332,1037028,1.565858e-05,Low
24333,1037029,1.6637929e-05,Low
24334,1037030,1.3735872e-05,Low
24335,1037031,6.306853e-06,Low
24336,1037032,2.0843667e-05,Low
24337,1037033,2.514213e-05,Low
24338,1037034,9.875912e-06,Low
24339,1037035,6.898556e-06,Low
24340,1037036,1.31432425e-05,Low
24341,1037037,1.7831717e-05,Low
24342,1037038,2.2232123e-05,Low
24343,1037039,7.3496926e-06,Low
24344,1037040,1.7405784e-05,Low
24345,1037041,1.0606379e-05,Low
24346,1037042,6.194124e-06,Low
24347,1037043,8.494999e-06,Low
24348,1037044,9.85014e-06,Low
24349,1037045,1.5385474e-05,Low
24350,1037046,6.9604966e-06,Low
24351,1037047,1.0577672e-05,Low
24352,1037048,4.334674e-06,Low
24353,1037049,7.546967e-06,Low
24354,1037050,4.9952464e-06,Low
24355,1037051,2.7166072e-05,Low
24356,1037052,3.7974742e-06,Low
24357,1037053,7.944067e-06,Low
24358,1037054,7.4312734e-06,Low
24359,1037055,1.686088e-05,Low
24360,1037056,1.3824472e-05,Low
24361,1037057,7.98672e-06,Low
24362,1037059,1.09511075e-05,Low
24363,1037060,2.2609456e-05,Low
24364,1037061,6.5640575e-06,Low
24365,1037062,6.9650655e-06,Low
24366,1037063,1.1384988e-05,Low
24367,1037065,9.508115e-06,Low
24368,1037066,4.3492873e-06,Low
24369,1037067,1.0033336e-05,Low
24370,1037068,1.7213046e-05,Low
24371,1037069,7.928838e-06,Low
24372,1037070,6.002882e-06,Low
24373,1037071,1.90301e-05,Low
24374,1037072,1.9531211e-05,Low
24375,1037074,1.4051791e-05,Low
24376,1037075,3.980606e-06,Low
24377,1037077,7.838558e-06,Low
24378,1037078,1.2444291e-05,Low
24379,1037079,7.2267617e-06,Low
24380,1037080,1.1416442e-05,Low
24381,1037081,1.1613089e-05,Low
24382,1037082,2.4234078e-05,Low
24383,1037083,8.411377e-06,Low
24384,1037085,5.478448e-06,Low
24385,1037086,6.0336333e-06,Low
24386,1037087,5.2415558e-06,Low
24387,1037088,1.2829628e-05,Low
24388,1037089,5.235012e-06,Low
24389,1037091,9.849585e-06,Low
24390,1037093,7.9831025e-06,Low
24391,1037094,1.5323725e-05,Low
24392,1037097,2.294019e-05,Low
24393,1037098,1.25261e-05,Low
24394,1037099,1.423114e-05,Low
24395,1037101,7.96704e-06,Low
24396,1037102,9.147801e-06,Low
24397,1037103,6.2189183e-06,Low
24398,1037104,4.8133015e-06,Low
24399,1037105,7.938667e-06,Low
24400,1037106,8.0713835e-06,Low
24401,1037107,1.0456333e-05,Low
24402,1037108,1.1977394e-05,Low
24403,1037109,8.464326e-06,Low
24404,1037110,8.865484e-06,Low
24405,1037111,2.3662822e-05,Low
24406,1037112,5.437609e-06,Low
24407,1037113,7.075511e-06,Low
24408,1037114,8.420447e-06,Low
24409,1037115,4.4946414e-06,Low
24410,1037116,4.4113326e-06,Low
24411,1037117,4.7535473e-06,Low
24412,1037118,2.6145795e-05,Low
24413,1037119,8.2940605e-06,Low
24414,1037120,9.147801e-06,Low
24415,1037121,5.9638915e-06,Low
24416,1037123,9.542729e-05,Low
24417,1037124,1.5923266e-05,Low
24418,1037125,1.4035385e-05,Low
24419,1037126,2.1964986e-05,Low
24420,1037127,3.980606e-06,Low
24421,1037129,8.321862e-06,Low
24422,1037131,6.061808e-06,Low
24423,1037132,6.199478e-06,Low
24424,1037134,7.640946e-06,Low
24425,1037135,2.1057649e-05,Low
24426,1037136,9.482551e-06,Low
24427,1037138,8.476467e-06,Low
24428,1037139,9.070591e-06,Low
24429,1037140,1.1339186e-05,Low
24430,1037141,9.6970025e-06,Low
24431,1037142,9.702497e-06,Low
24432,1037143,8.862247e-06,Low
24433,1037144,8.329929e-06,Low
24434,1037145,1.363041e-05,Low
24435,1037146,7.70199e-06,Low
24436,1037147,4.888419e-06,Low
24437,1037148,1.4062273e-05,Low
24438,1037149,1.5401036e-05,Low
24439,1037150,2.1713005e-05,Low
24440,1037152,9.333892e-06,Low
24441,1037153,8.52193e-06,Low
24442,1037154,7.5689645e-06,Low
24443,1037155,1.1793818e-05,Low
24444,1037156,1.5782787e-05,Low
24445,1037159,1.5363643e-05,Low
24446,1037160,2.252709e-05,Low
24447,1037161,1.3299969e-05,Low
24448,1037162,4.88525e-06,Low
24449,1037163,1.524292e-05,Low
24450,1037165,5.8292903e-06,Low
24451,1037166,1.4315917e-05,Low
24452,1037167,8.799045e-06,Low
24453,1037168,6.6781226e-06,Low
24454,1037169,4.872696e-06,Low
24455,1037170,5.197999e-06,Low
24456,1037171,9.295367e-06,Low
24457,1037172,5.769031e-06,Low
24458,1037173,6.945041e-06,Low
24459,1037174,5.567184e-06,Low
24460,1037176,5.1465477e-06,Low
24461,1037178,7.783049e-06,Low
24462,1037179,8.622777e-06,Low
24463,1037180,5.8568403e-06,Low
24464,1037181,1.7192671e-05,Low
24465,1037182,1.2058917e-05,Low
24466,1037183,8.74411e-06,Low
24467,1037185,2.077865e-05,Low
24468,1037186,5.8456126e-06,Low
24469,1037187,1.0238536e-05,Low
24470,1037188,4.059089e-06,Low
24471,1037189,9.7188795e-06,Low
24472,103719,9.429751e-06,Low
24473,1037191,1.5178732e-05,Low
24474,1037192,1.2007689e-05,Low
24475,1037193,1.2180612e-05,Low
24476,1037194,1.2794219e-05,Low
24477,1037195,1.6120322e-05,Low
24478,1037196,1.1119168e-05,Low
24479,1037197,1.22597885e-05,Low
24480,1037198,7.159317e-06,Low
24481,1037199,1.3527744e-05,Low
24482,1037200,6.8952218e-06,Low
24483,1037202,7.122488e-06,Low
24484,1037203,1.6413276e-05,Low
24485,1037204,1.1826469e-05,Low
24486,1037205,8.8067e-06,Low
24487,1037207,1.6026144e-05,Low
24488,1037208,1.3666033e-05,Low
24489,1037209,2.0985759e-05,Low
24490,1037210,5.4668153e-06,Low
24491,1037212,8.824994e-06,Low
24492,1037213,1.45483755e-05,Low
24493,1037214,6.2487024e-06,Low
24494,1037215,0.00013265012,Low
24495,1037217,1.0045419e-05,Low
24496,1037218,1.9674879e-05,Low
24497,1037219,7.905636e-06,Low
24498,1037220,9.089633e-06,Low
24499,1037221,1.2142143e-05,Low
24500,1037222,8.512199e-06,Low
24501,1037224,4.534899e-06,Low
24502,1037225,5.1163975e-06,Low
24503,1037226,7.966387e-06,Low
24504,1037227,8.429614e-06,Low
24505,1037228,1.223056e-05,Low
24506,1037229,1.5654277e-05,Low
24507,1037231,8.731295e-06,Low
24508,1037232,1.6471326e-05,Low
24509,1037233,1.4418018e-05,Low
24510,1037236,1.2501052e-05,Low
24511,1037237,6.0899515e-06,Low
24512,1037238,4.534899e-06,Low
24513,1037239,1.5586425e-05,Low
24514,1037240,8.476467e-06,Low
24515,1037241,4.6424443e-06,Low
24516,1037242,1.89938e-05,Low
24517,1037243,6.290172e-06,Low
24518,1037244,9.610518e-06,Low
24519,1037245,6.3487873e-06,Low
24520,1037246,4.4206904e-06,Low
24521,1037247,6.8630884e-06,Low
24522,1037248,1.165993e-05,Low
24523,1037249,6.5327386e-06,Low
24524,1037250,9.654087e-06,Low
24525,1037251,6.552118e-06,Low
24526,1037252,7.493379e-06,Low
24527,1037253,6.437429e-06,Low
24528,1037254,2.100508e-05,Low
24529,1037255,1.0185508e-05,Low
24530,1037256,1.0732487e-05,Low
24531,1037257,9.147801e-06,Low
24532,1037258,7.0544966e-06,Low
24533,1037259,8.4402645e-06,Low
24534,1037261,6.626722e-06,Low
24535,1037262,4.9708297e-06,Low
24536,1037263,1.0110119e-05,Low
24537,1037264,1.1154483e-05,Low
24538,1037266,1.5099311e-05,Low
24539,1037267,3.3898767e-05,Low
24540,1037268,8.674426e-06,Low
24541,1037269,9.545628e-06,Low
24542,1037270,5.546003e-06,Low
24543,1037271,6.892184e-06,Low
24544,1037272,9.60885e-06,Low
24545,1037273,1.42777135e-05,Low
24546,1037274,1.019506e-05,Low
24547,1037275,1.393679e-05,Low
24548,1037276,6.2139447e-06,Low
24549,1037277,1.1534491e-05,Low
24550,1037278,1.51255845e-05,Low
24551,1037279,4.112592e-06,Low
24552,1037280,1.1149804e-05,Low
24553,1037282,1.5657175e-05,Low
24554,1037283,8.71258e-06,Low
24555,1037284,8.851224e-06,Low
24556,1037285,7.672264e-06,Low
24557,1037286,9.147801e-06,Low
24558,1037287,9.687908e-06,Low
24559,1037290,5.7991156e-06,Low
24560,1037291,1.2037466e-05,Low
24561,1037292,5.273656e-06,Low
24562,1037293,1.0807011e-05,Low
24563,1037294,6.228771e-06,Low
24564,1037296,1.0555432e-05,Low
24565,1037298,1.9065921e-05,Low
24566,1037299,2.1868946e-05,Low
24567,1037301,9.230096e-06,Low
24568,1037302,1.3911402e-05,Low
24569,1037303,9.829551e-06,Low
24570,1037304,1.9188445e-05,Low
24571,1037305,7.1143554e-06,Low
24572,1037308,8.740526e-06,Low
24573,1037310,2.3659572e-05,Low
24574,1037311,8.0713835e-06,Low
24575,1037312,1.507307e-05,Low
24576,1037313,1.0423965e-05,Low
24577,1037314,9.708773e-06,Low
24578,1037315,1.1655907e-05,Low
24579,1037316,1.3581932e-05,Low
24580,1037317,8.073223e-06,Low
24581,1037318,1.0428698e-05,Low
24582,1037319,5.956673e-06,Low
24583,1037320,1.2951614e-05,Low
24584,1037321,1.285167e-05,Low
24585,1037323,8.157061e-06,Low
24586,1037324,6.2391455e-06,Low
24587,1037326,8.2940605e-06,Low
24588,1037327,1.1394971e-05,Low
24589,1037328,7.837848e-06,Low
24590,1037329,9.991629e-06,Low
24591,1037330,1.5250861e-05,Low
24592,1037331,9.355584e-06,Low
24593,1037332,8.800748e-06,Low
24594,1037333,5.7016027e-06,Low
24595,1037334,8.093729e-06,Low
24596,1037335,6.4365086e-06,Low
24597,1037336,1.1339186e-05,Low
24598,1037338,7.093138e-06,Low
24599,1037339,4.9147316e-06,Low
24600,1037340,1.3074585e-05,Low
24601,1037341,1.4876001e-05,Low
24602,1037342,2.1694521e-05,Low
24603,1037343,2.4718873e-05,Low
24604,1037344,1.7513345e-05,Low
24605,1037345,7.2286025e-06,Low
24606,1037346,1.3144069e-05,Low
24607,1037347,9.632907e-06,Low
24608,1037348,2.1756076e-05,Low
24609,1037349,1.509649e-05,Low
24610,1037350,7.864421e-06,Low
24611,1037351,1.0681118e-05,Low
24612,1037352,1.5178732e-05,Low
24613,1037353,9.473322e-06,Low
24614,1037355,1.3405137e-05,Low
24615,1037356,1.9154784e-05,Low
24616,1037357,1.03962475e-05,Low
24617,1037358,1.0846164e-05,Low
24618,1037359,1.3443788e-05,Low
24619,1037360,1.09574685e-05,Low
24620,1037361,1.1390581e-05,Low
24621,1037362,9.634497e-06,Low
24622,1037363,6.8630884e-06,Low
24623,1037364,5.0944873e-06,Low
24624,1037365,1.4035881e-05,Low
24625,1037366,1.1154483e-05,Low
24626,1037367,7.810688e-06,Low
24627,1037368,1.09574685e-05,Low
24628,1037369,6.306853e-06,Low
24629,1037370,7.1164523e-06,Low
24630,1037371,3.3313609e-06,Low
24631,1037372,1.512332e-05,Low
24632,1037373,9.339751e-06,Low
24633,1037374,1.0461181e-05,Low
24634,1037375,1.1339186e-05,Low
24635,1037376,6.180293e-06,Low
24636,1037378,1.1119168e-05,Low
24637,1037380,1.5203375e-05,Low
24638,1037381,6.0080706e-06,Low
24639,1037382,8.453363e-06,Low
24640,1037383,8.476467e-06,Low
24641,1037384,9.340954e-06,Low
24642,1037385,5.314191e-06,Low
24643,1037386,1.9886624e-05,Low
24644,1037387,1.3106368e-05,Low
24645,1037388,2.1584632e-05,Low
24646,1037389,1.0763689e-05,Low
24647,1037390,4.9952464e-06,Low
24648,1037391,7.512527e-06,Low
24649,1037392,6.080886e-06,Low
24650,1037393,6.1650226e-06,Low
24651,1037394,1.3320406e-05,Low
24652,1037395,9.461198e-06,Low
24653,1037396,1.2829628e-05,Low
24654,1037397,8.008152e-06,Low
24655,1037398,8.661398e-06,Low
24656,1037400,8.476467e-06,Low
24657,1037401,1.2509806e-05,Low
24658,1037402,1.3352061e-05,Low
24659,1037403,7.9847405e-06,Low
24660,1037404,4.539589e-06,Low
24661,1037405,9.869114e-06,Low
24662,1037406,5.663581e-06,Low
24663,1037407,1.2012982e-05,Low
24664,1037408,7.4961386e-06,Low
24665,1037409,9.832317e-06,Low
24666,1037410,1.0262769e-05,Low
24667,1037412,8.476144e-06,Low
24668,1037413,1.8281631e-05,Low
24669,1037414,8.453363e-06,Low
24670,1037415,1.1587809e-05,Low
24671,1037416,9.106022e-06,Low
24672,1037417,1.1696271e-05,Low
24673,1037418,6.089591e-06,Low
24674,1037419,7.0577125e-06,Low
24675,1037420,7.764878e-06,Low
24676,1037421,1.2982195e-05,Low
24677,1037422,1.1962097e-05,Low
24678,1037423,4.4376916e-06,Low
24679,1037424,1.0163705e-05,Low
24680,1037425,1.33712265e-05,Low
24681,1037426,8.8666175e-06,Low
24682,1037427,1.6670487e-05,Low
24683,1037429,5.437609e-06,Low
24684,1037431,3.5390927e-05,Low
24685,1037432,9.106022e-06,Low
24686,1037433,1.6126902e-05,Low
24687,1037434,3.0784067e-06,Low
24688,1037435,1.2553665e-05,Low
24689,1037436,7.3651227e-06,Low
24690,1037437,9.028682e-06,Low
24691,1037439,5.8456126e-06,Low
24692,1037440,8.8813085e-06,Low
24693,1037441,6.327384e-06,Low
24694,1037443,8.763579e-06,Low
24695,1037444,8.942093e-06,Low
24696,1037445,6.5988665e-06,Low
24697,1037446,8.8067e-06,Low
24698,1037449,1.2328553e-05,Low
24699,1037450,9.00884e-06,Low
24700,1037452,6.080886e-06,Low
24701,1037453,1.2531897e-05,Low
24702,1037455,5.7414345e-06,Low
24703,1037457,1.0484711e-05,Low
24704,1037458,1.2701546e-05,Low
24705,1037459,5.5777223e-06,Low
24706,1037460,8.213216e-06,Low
24707,1037461,4.255391e-05,Low
24708,1037462,1.3806935e-05,Low
24709,1037464,9.991629e-06,Low
24710,1037465,6.1197948e-06,Low
24711,1037466,1.2738022e-05,Low
24712,1037467,2.0979236e-05,Low
24713,1037468,1.7436152e-05,Low
24714,1037470,1.4624926e-05,Low
24715,1037472,1.2829628e-05,Low
24716,1037473,1.2083392e-05,Low
24717,1037474,1.44599335e-05,Low
24718,1037479,1.5105462e-05,Low
24719,1037481,8.593971e-06,Low
24720,1037482,1.507307e-05,Low
24721,1037483,8.107921e-06,Low
24722,1037485,1.2220895e-05,Low
24723,1037489,4.5330336e-05,Low
24724,1037491,5.762147e-06,Low
24725,1037492,1.4818118e-05,Low
24726,1037494,8.564603e-05,Low
24727,1037495,3.6368394e-05,Low
24728,1037496,4.9220398e-05,Low
24729,1037497,9.474271e-06,Low
24730,1037500,2.115166e-05,Low
24731,1037501,0.0006839073,Low
24732,1037506,1.2504582e-05,Low
24733,1037508,1.4409413e-05,Low
24734,1037509,7.273682e-06,Low
24735,1037512,1.6518548e-05,Low
24736,1037513,2.1613489e-05,Low
24737,1037514,7.653548e-06,Low
24738,1037517,1.13775095e-05,Low
24739,1037518,1.7984377e-05,Low
24740,1037520,1.3435431e-05,Low
24741,1037525,1.75662e-05,Low
24742,1037526,1.5664642e-05,Low
24743,1037529,2.7683904e-05,Low
24744,1037531,7.8130415e-06,Low
24745,1037532,9.725908e-06,Low
24746,1037534,1.3560745e-05,Low
24747,1037535,5.7097084e-05,Low
24748,1037536,1.1018634e-05,Low
24749,1037537,5.173988e-06,Low
24750,1037540,3.5359585e-06,Low
24751,1037542,6.9415446e-06,Low
24752,1037544,1.0961158e-05,Low
24753,1037545,2.025092e-05,Low
24754,1037547,1.3817183e-05,Low
24755,1037548,2.8682378e-05,Low
24756,1037550,1.3418734e-05,Low
24757,1037553,3.778162e-05,Low
24758,1037555,1.9493622e-05,Low
24759,1037559,3.8694154e-05,Low
24760,1037561,4.1620307e-05,Low
24761,1037562,1.158864e-05,Low
24762,1037567,1.78646e-05,Low
24763,1037570,2.3755683e-05,Low
24764,1037571,4.7909803e-06,Low
24765,1037574,5.1653347e-05,Low
24766,1037575,1.7939943e-05,Low
24767,1037576,1.3156623e-05,Low
24768,1037579,2.665099e-05,Low
24769,1037585,8.047626e-06,Low
24770,1037586,3.4267443e-05,Low
24771,1037587,4.2737487e-05,Low
24772,1037588,1.6378204e-05,Low
24773,1037589,6.968088e-06,Low
24774,1037590,1.3404421e-05,Low
24775,1037593,9.46822e-06,Low
24776,1037594,2.3249986e-05,Low
24777,1037595,1.9926549e-05,Low
24778,1037596,2.6718324e-05,Low
24779,1037598,1.36462895e-05,Low
24780,1037599,1.1234112e-05,Low
24781,1037601,1.133391e-05,Low
24782,1037602,5.1581583e-06,Low
24783,1037603,5.3217173e-06,Low
24784,1037604,1.813582e-05,Low
24785,1037605,4.6833433e-05,Low
24786,1037606,6.8622576e-06,Low
24787,1037607,8.9760115e-06,Low
24788,1037608,1.6653437e-05,Low
24789,1037609,1.0344701e-05,Low
24790,1037610,7.0730885e-06,Low
24791,1037611,6.9735797e-06,Low
24792,1037613,5.66692e-06,Low
24793,1037614,8.233551e-06,Low
24794,1037616,6.6781226e-06,Low
24795,1037617,1.2074786e-05,Low
24796,1037618,5.2492746e-06,Low
24797,1037619,9.563916e-06,Low
24798,1037621,9.846392e-06,Low
24799,1037622,1.6404341e-05,Low
24800,1037626,1.5395515e-05,Low
24801,1037627,1.2806207e-05,Low
24802,1037628,1.4760757e-05,Low
24803,1037629,1.1617299e-05,Low
24804,1037630,1.11520685e-05,Low
24805,1037631,8.036413e-06,Low
24806,1037633,4.909162e-06,Low
24807,1037634,1.2058515e-05,Low
24808,1037635,9.788569e-06,Low
24809,1037636,9.106022e-06,Low
24810,1037637,1.0944279e-05,Low
24811,1037639,1.0722011e-05,Low
24812,1037640,7.3999304e-06,Low
24813,1037643,1.3550159e-05,Low
24814,1037645,1.142776e-05,Low
24815,1037646,9.147801e-06,Low
24816,1037647,8.484724e-06,Low
24817,1037648,3.2909906e-05,Low
24818,1037649,7.0411206e-06,Low
24819,1037650,1.1656029e-05,Low
24820,1037652,1.7331793e-05,Low
24821,1037654,8.6850705e-06,Low
24822,1037655,6.7741594e-06,Low
24823,1037656,6.5948907e-06,Low
24824,1037657,1.4776475e-05,Low
24825,1037658,5.0652316e-06,Low
24826,1037659,6.437429e-06,Low
24827,1037660,1.1316705e-05,Low
24828,1037661,1.0716777e-05,Low
24829,1037662,1.2592767e-05,Low
24830,1037663,6.3811412e-06,Low
24831,1037664,6.750002e-06,Low
24832,1037666,7.3496926e-06,Low
24833,1037667,8.554516e-06,Low
24834,1037668,8.529906e-06,Low
24835,1037669,4.763856e-05,Low
24836,1037670,6.904743e-06,Low
24837,1037671,4.6424443e-06,Low
24838,1037672,1.4769571e-05,Low
24839,1037674,8.2597635e-06,Low
24840,1037676,1.2398731e-05,Low
24841,1037677,5.341415e-06,Low
24842,1037678,6.25618e-06,Low
24843,1037679,6.4824694e-06,Low
24844,1037681,1.3815655e-05,Low
24845,1037683,1.4408562e-05,Low
24846,1037684,1.3357437e-05,Low
24847,1037685,1.3357437e-05,Low
24848,1037686,5.2851683e-05,Low
24849,1037687,1.100493e-05,Low
24850,1037688,5.9808935e-06,Low
24851,1037689,1.1962097e-05,Low
24852,1037690,5.6855197e-06,Low
24853,1037692,1.976579e-05,Low
24854,1037693,1.290656e-05,Low
24855,1037694,1.9365125e-05,Low
24856,1037695,1.3337031e-05,Low
24857,1037696,3.933769e-06,Low
24858,1037697,5.476228e-06,Low
24859,1037699,6.5473087e-06,Low
24860,1037701,1.4337436e-05,Low
24861,1037702,9.660562e-06,Low
24862,1037703,1.1884979e-05,Low
24863,1037704,1.2176025e-05,Low
24864,1037706,7.984527e-06,Low
24865,1037707,1.4408562e-05,Low
24866,1037709,1.3539901e-05,Low
24867,1037711,1.3285606e-05,Low
24868,1037713,6.9820107e-06,Low
24869,1037714,1.5567677e-05,Low
24870,1037715,1.2533258e-05,Low
24871,1037717,1.0548247e-05,Low
24872,1037718,8.865484e-06,Low
24873,1037719,5.144452e-06,Low
24874,1037720,8.640336e-06,Low
24875,1037722,7.96745e-06,Low
24876,1037724,1.2018321e-05,Low
24877,1037726,9.595718e-06,Low
24878,1037728,1.0628756e-05,Low
24879,1037730,7.999587e-06,Low
24880,1037731,9.147801e-06,Low
24881,1037732,1.2702914e-05,Low
24882,1037733,6.86483e-06,Low
24883,1037735,7.2101366e-06,Low
24884,1037737,6.20373e-06,Low
24885,1037738,7.837848e-06,Low
24886,1037739,1.9627822e-05,Low
24887,1037740,7.1276663e-06,Low
24888,1037742,1.555441e-05,Low
24889,1037744,8.457814e-06,Low
24890,1037746,8.20268e-06,Low
24891,1037747,1.4607892e-05,Low
24892,1037748,5.9620947e-06,Low
24893,1037750,1.0414526e-05,Low
24894,1037751,8.785972e-06,Low
24895,1037752,1.4408562e-05,Low
24896,1037753,6.2641084e-06,Low
24897,1037755,1.2838636e-05,Low
24898,1037756,7.53745e-06,Low
24899,1037759,2.0971534e-05,Low
24900,1037760,2.3414485e-05,Low
24901,1037762,1.0414526e-05,Low
24902,1037763,7.3329675e-06,Low
24903,1037764,1.4050424e-05,Low
24904,1037765,7.927024e-06,Low
24905,1037766,8.653464e-06,Low
24906,1037768,1.0296709e-05,Low
24907,1037769,1.7559854e-05,Low
24908,1037770,8.86754e-06,Low
24909,1037772,7.298495e-06,Low
24910,1037773,1.6049606e-05,Low
24911,1037775,5.696532e-06,Low
24912,1037776,2.1953761e-05,Low
24913,1037777,1.1316705e-05,Low
24914,1037778,4.8216584e-06,Low
24915,1037780,7.804947e-06,Low
24916,1037781,1.0660673e-05,Low
24917,1037783,1.2211003e-05,Low
24918,1037784,9.157176e-06,Low
24919,1037785,4.400966e-06,Low
24920,1037787,8.9130945e-06,Low
24921,1037788,8.163574e-06,Low
24922,1037789,4.3492873e-06,Low
24923,1037790,5.8657783e-06,Low
24924,1037791,7.2626613e-06,Low
24925,1037793,2.423863e-05,Low
24926,1037795,1.0579952e-05,Low
24927,1037796,6.1193746e-06,Low
24928,1037798,1.4116921e-05,Low
24929,1037799,9.106022e-06,Low
24930,1037801,9.649623e-06,Low
24931,1037802,4.633346e-06,Low
24932,1037807,1.2279201e-05,Low
24933,1037808,1.6663018e-05,Low
24934,1037809,1.0183953e-05,Low
24935,1037810,2.2486867e-05,Low
24936,1037811,2.7615373e-05,Low
24937,1037812,5.9024437e-06,Low
24938,1037814,1.6159587e-05,Low
24939,1037815,9.333892e-06,Low
24940,1037816,1.5250759e-05,Low
24941,1037817,5.242221e-06,Low
24942,1037819,1.0548247e-05,Low
24943,1037820,2.4437584e-05,Low
24944,1037822,6.661362e-06,Low
24945,1037824,3.921839e-06,Low
24946,1037825,1.2078691e-05,Low
24947,1037828,9.052461e-06,Low
24948,1037829,6.7284204e-06,Low
24949,1037830,4.750198e-06,Low
24950,1037831,7.055606e-06,Low
24951,1037832,1.15897665e-05,Low
24952,1037834,1.38751375e-05,Low
24953,1037836,9.074553e-06,Low
24954,1037837,5.853557e-06,Low
24955,1037839,1.0431235e-05,Low
24956,1037841,5.2713476e-06,Low
24957,1037843,1.0344365e-05,Low
24958,1037845,8.707679e-06,Low
24959,1037847,6.5473087e-06,Low
24960,1037849,8.0970485e-06,Low
24961,1037850,6.7284204e-06,Low
24962,1037851,6.1747437e-06,Low
24963,1037852,6.5907034e-06,Low
24964,1037854,1.0693797e-05,Low
24965,1037855,6.892184e-06,Low
24966,1037856,9.6365e-06,Low
24967,1037857,8.498257e-06,Low
24968,1037859,1.22559195e-05,Low
24969,1037861,5.202666e-06,Low
24970,1037862,8.791177e-06,Low
24971,1037863,2.1960714e-05,Low
24972,1037864,8.844247e-06,Low
24973,1037865,6.716137e-06,Low
24974,1037866,1.5626892e-05,Low
24975,1037867,1.5801417e-05,Low
24976,1037868,1.33371595e-05,Low
