,pk_cid,short_term_deposit,funds,securities,long_term_deposit,have_inversion_products,propensity_score,propensity_segment
31497,1044960,0,0,0,0,0,2.6330283e-05,Low
31498,1044961,0,0,0,0,0,1.1081621e-05,Low
31499,1044962,0,0,0,0,0,1.9256839e-05,Low
31500,1044963,0,0,0,0,0,5.3883464e-06,Low
31501,1044966,0,0,0,0,0,2.0692236e-05,Low
31502,1044967,0,0,0,0,0,1.0181875e-05,Low
31503,1044968,0,0,0,0,0,2.9559798e-05,Low
31504,1044969,0,0,0,0,0,1.5442967e-05,Low
31505,1044971,0,0,0,0,0,2.0807463e-05,Low
31506,1044972,0,0,0,0,0,3.9958427e-06,Low
31507,1044973,0,0,0,0,0,1.2632725e-05,Low
31508,1044974,0,0,0,0,0,1.8025054e-05,Low
31509,1044976,0,0,0,0,0,4.0249975e-06,Low
31510,1044977,0,0,0,0,0,1.3361857e-05,Low
31511,1044978,0,0,0,0,0,1.8835213e-05,Low
31512,1044979,0,0,0,0,0,3.3666613e-05,Low
31513,1044980,0,0,0,0,0,6.766108e-06,Low
31514,1044981,0,0,0,0,0,1.4735918e-05,Low
31515,1044982,0,0,0,0,0,5.4792167e-06,Low
31516,1044983,0,0,0,0,0,4.041722e-06,Low
31517,1044984,0,0,0,0,0,2.9789784e-05,Low
31518,1044985,0,0,0,0,0,8.073015e-06,Low
31519,1044986,0,0,0,0,0,1.8448662e-05,Low
31520,1044987,0,0,0,0,0,4.8903585e-06,Low
31521,1044988,0,0,0,0,0,1.0860872e-05,Low
31522,1044989,0,0,0,0,0,2.7272552e-05,Low
31523,1044990,0,0,0,0,0,2.0807463e-05,Low
31524,1044991,0,0,0,0,0,7.5134876e-06,Low
31525,1044993,0,0,0,0,0,6.9792013e-06,Low
31526,1044994,0,0,0,0,0,1.9256839e-05,Low
31527,1044995,0,0,0,0,0,1.8686731e-05,Low
31528,1044996,0,0,0,0,0,2.9481675e-05,Low
31529,1044997,0,0,0,0,0,1.7900824e-05,Low
31530,1044999,0,0,0,0,0,1.8209108e-05,Low
31531,1045000,0,0,0,0,0,2.2643138e-05,Low
31532,1045001,0,0,0,0,0,1.1383403e-05,Low
31533,1045002,0,0,0,0,0,1.0515764e-05,Low
31534,1045003,0,0,0,0,0,1.2198851e-05,Low
31535,1045004,0,0,0,0,0,3.042156e-06,Low
31536,1045005,0,0,0,0,0,1.7315106e-05,Low
31537,1045006,0,0,0,0,0,1.4526956e-05,Low
31538,1045007,0,0,0,0,0,1.5791626e-05,Low
31539,1045008,0,0,0,0,0,8.954082e-06,Low
31540,1045009,0,0,0,0,0,1.2188701e-05,Low
31541,1045010,0,0,0,0,0,3.3810626e-05,Low
31542,1045011,0,0,0,0,0,1.3145059e-05,Low
31543,1045012,0,0,0,0,0,2.8294427e-05,Low
31544,1045013,0,0,0,0,0,1.3282503e-05,Low
31545,1045014,0,0,0,0,0,8.628882e-06,Low
31546,1045015,0,0,0,0,0,2.1698721e-05,Low
31547,1045016,0,0,0,0,0,1.6028605e-05,Low
31548,1045017,0,0,0,0,0,9.4416555e-06,Low
31549,1045018,0,0,0,0,0,1.6416641e-05,Low
31550,1045019,0,0,0,0,0,1.0711065e-05,Low
31551,1045020,0,0,0,0,0,1.4906704e-05,Low
31552,1045022,0,0,0,0,0,2.914797e-05,Low
31553,1045023,0,0,0,0,0,1.8617447e-05,Low
31554,1045024,0,0,0,0,0,8.006532e-05,Low
31555,1045025,0,0,0,0,0,2.082082e-05,Low
31556,1045026,0,0,0,0,0,2.363984e-05,Low
31557,1045027,0,0,0,0,0,1.2583139e-05,Low
31558,1045028,0,0,0,0,0,2.2419417e-05,Low
31559,1045029,0,0,0,0,0,2.7318156e-05,Low
31560,1045030,0,0,0,0,0,5.650526e-05,Low
31561,1045031,0,0,0,0,0,2.7011796e-05,Low
31562,1045032,0,0,0,0,0,4.929175e-06,Low
31563,1045033,0,0,0,0,0,6.448893e-05,Low
31564,1045034,0,0,0,0,0,5.8033358e-05,Low
31565,1045049,0,0,0,0,0,7.921817e-06,Low
31566,1045050,0,0,0,0,0,3.82769e-05,Low
31567,1045051,0,0,0,0,0,9.476693e-06,Low
31568,1045052,0,0,0,0,0,2.8199445e-05,Low
31569,1045053,0,0,0,0,0,4.654294e-06,Low
31570,1045054,0,0,0,0,0,4.0040977e-06,Low
31571,1045055,0,0,0,0,0,2.306468e-05,Low
31572,1045056,0,0,0,0,0,1.7343895e-05,Low
31573,1045057,0,0,0,0,0,5.4370803e-06,Low
31574,1045058,0,0,0,0,0,1.5213715e-05,Low
31575,1045060,0,0,0,0,0,5.1413376e-06,Low
31576,1045061,0,0,0,0,0,1.5164871e-05,Low
31577,1045062,0,0,0,0,0,1.3305272e-05,Low
31578,1045063,0,0,0,0,0,6.481289e-06,Low
31579,1045064,0,0,0,0,0,1.08545655e-05,Low
31580,1045066,0,0,0,0,0,4.6756127e-06,Low
31581,1045068,0,0,0,0,0,2.6869233e-05,Low
31582,1045069,0,0,0,0,0,1.4849112e-05,Low
31583,1045070,0,0,0,0,0,2.0595218e-05,Low
31584,1045071,0,0,0,0,0,9.519038e-06,Low
31585,1045072,0,0,0,0,0,1.5175953e-05,Low
31586,1045073,0,0,0,0,0,6.5871154e-06,Low
31587,1045074,0,0,0,0,0,4.0426553e-06,Low
31588,1045075,0,0,0,0,0,1.7031569e-05,Low
31589,1045076,0,0,0,0,0,5.601502e-06,Low
31590,1045077,0,0,0,0,0,3.7920843e-05,Low
31591,1045078,0,0,0,0,0,2.3739534e-05,Low
31592,1045079,0,0,0,0,0,2.0813197e-05,Low
31593,1045080,0,0,0,0,0,5.525546e-06,Low
31594,1045081,0,0,0,0,0,1.7308685e-05,Low
31595,1045082,0,0,0,0,0,6.3037864e-06,Low
31596,1045083,0,0,0,0,0,8.1430935e-06,Low
31597,1045084,0,0,0,0,0,2.3200795e-05,Low
31598,1045085,0,0,0,0,0,2.2846007e-05,Low
31599,1045086,0,0,0,0,0,2.9472483e-05,Low
31600,1045087,0,0,0,0,0,1.8143206e-05,Low
31601,1045088,0,0,0,0,0,1.5751062e-05,Low
31602,1045089,0,0,0,0,0,6.723084e-06,Low
31603,1045090,0,0,0,0,0,2.9983825e-05,Low
31604,1045091,0,0,0,0,0,1.4487691e-05,Low
31605,1045092,0,0,0,0,0,1.0019463e-05,Low
31606,1045093,0,0,0,0,0,7.7507175e-06,Low
31607,1045094,0,0,0,0,0,2.0461508e-05,Low
31608,1045096,0,0,0,0,0,3.1131945e-05,Low
31609,1045097,0,0,0,0,0,3.9006365e-05,Low
31610,1045098,0,0,0,0,0,1.0774431e-05,Low
31611,1045099,0,0,0,0,0,2.7905442e-05,Low
31612,1045100,0,0,0,0,0,8.176079e-06,Low
31613,1045101,0,0,0,0,0,9.448339e-06,Low
31614,1045102,0,0,0,0,0,6.3586585e-06,Low
31615,1045103,0,0,0,0,0,6.600018e-06,Low
31616,1045104,0,0,0,0,0,2.0602447e-05,Low
31617,1045105,0,0,0,0,0,8.577496e-06,Low
31618,1045107,0,0,0,0,0,1.0271425e-05,Low
31619,1045108,0,0,0,0,0,2.1362852e-05,Low
31620,1045109,0,0,0,0,0,4.4824847e-06,Low
31621,1045110,0,0,0,0,0,5.1321867e-06,Low
31622,1045111,0,0,0,0,0,1.6436788e-05,Low
31623,1045112,0,0,0,0,0,1.6923157e-05,Low
31624,1045113,0,0,0,0,0,2.3419243e-05,Low
31625,1045114,0,0,0,0,0,5.7839707e-06,Low
31626,1045115,0,0,0,0,0,2.2103019e-05,Low
31627,1045116,0,0,0,0,0,1.5925925e-05,Low
31628,1045117,0,0,0,0,0,2.957955e-06,Low
31629,1045118,0,0,0,0,0,2.289816e-05,Low
31630,1045119,0,0,0,0,0,9.784667e-06,Low
31631,1045120,0,0,0,0,0,6.127642e-05,Low
31632,1045121,0,0,0,0,0,1.9006213e-05,Low
31633,1045122,0,0,0,0,0,2.716628e-05,Low
31634,1045123,0,0,0,0,0,3.8589087e-06,Low
31635,1045124,0,0,0,0,0,1.0961388e-05,Low
31636,1045125,0,0,0,0,0,7.893033e-06,Low
31637,1045126,0,0,0,0,0,8.378337e-06,Low
31638,1045127,0,0,0,0,0,5.3305353e-06,Low
31639,1045128,0,0,0,0,0,2.8131648e-05,Low
31640,1045129,0,0,0,0,0,4.498737e-06,Low
31641,1045130,0,0,0,0,0,1.0415807e-05,Low
31642,1045131,0,0,0,0,0,1.5704984e-05,Low
31643,1045133,0,0,0,0,0,1.1649816e-05,Low
31644,1045134,0,0,0,0,0,8.052186e-06,Low
31645,1045135,0,0,0,0,0,4.964022e-06,Low
31646,1045136,0,0,0,0,0,1.6436788e-05,Low
31647,1045137,0,0,0,0,0,6.910277e-06,Low
31648,1045138,0,0,0,0,0,1.1715802e-06,Low
31649,1045139,0,0,0,0,0,3.513343e-06,Low
31650,1045140,0,0,0,0,0,5.8378246e-06,Low
31651,1045141,0,0,0,0,0,3.7716247e-05,Low
31652,1045142,0,0,0,0,0,1.5197619e-05,Low
31653,1045143,0,0,0,0,0,4.964022e-06,Low
31654,1045144,0,0,0,0,0,1.1228884e-05,Low
31655,1045145,0,0,0,0,0,5.6547524e-05,Low
31656,1045146,0,0,0,0,0,4.111647e-06,Low
31657,1045147,0,0,0,0,0,7.130039e-06,Low
31658,1045148,0,0,0,0,0,3.6140416e-05,Low
31659,1045149,0,0,0,0,0,5.116963e-06,Low
31660,1045150,0,0,0,0,0,4.2819443e-05,Low
31661,1045151,0,0,0,0,0,3.0905503e-05,Low
31662,1045152,0,0,0,0,0,1.285894e-05,Low
31663,1045153,0,0,0,0,0,7.970953e-06,Low
31664,1045154,0,0,0,0,0,1.9323747e-05,Low
31665,1045155,0,0,0,0,0,2.696611e-05,Low
31666,1045158,0,0,0,0,0,2.2076874e-05,Low
31667,1045159,0,0,0,0,0,5.3464657e-05,Low
31668,1045160,0,0,0,0,0,5.645576e-05,Low
31669,1045161,0,0,0,0,0,2.2744576e-05,Low
31670,1045162,0,0,0,0,0,1.1140801e-05,Low
31671,1045163,0,0,0,0,0,5.218667e-06,Low
31672,1045164,0,0,0,0,0,5.065202e-06,Low
31673,1045165,0,0,0,0,0,2.0863117e-05,Low
31674,1045167,0,0,0,0,0,6.028486e-06,Low
31675,1045168,0,0,0,0,0,1.5073386e-05,Low
31676,1045169,0,0,0,0,0,1.9642575e-05,Low
31677,1045170,0,0,0,0,0,7.854865e-06,Low
31678,1045171,0,0,0,0,0,4.3799973e-06,Low
31679,1045172,0,0,0,0,0,4.9578484e-06,Low
31680,1045173,0,0,0,0,0,1.3118098e-05,Low
31681,1045174,0,0,0,0,0,1.5805186e-05,Low
31682,1045175,0,0,0,0,0,1.5366411e-05,Low
31683,1045176,0,0,0,0,0,8.934787e-06,Low
31684,1045177,0,0,0,0,0,1.0066144e-05,Low
31685,1045178,0,0,0,0,0,7.4068003e-06,Low
31686,1045179,0,0,0,0,0,4.0252357e-06,Low
31687,1045180,0,0,0,0,0,8.920739e-06,Low
31688,1045181,0,0,0,0,0,2.3108758e-05,Low
31689,1045182,0,0,0,0,0,2.8634415e-05,Low
31690,1045183,0,0,0,0,0,3.906108e-05,Low
31691,1045184,0,0,0,0,0,7.816075e-06,Low
31692,1045185,0,0,0,0,0,7.4018853e-06,Low
31693,1045186,0,0,0,0,0,7.2182206e-06,Low
31694,1045187,0,0,0,0,0,3.3540196e-05,Low
31695,1045188,0,0,0,0,0,3.127457e-05,Low
31696,1045189,0,0,0,0,0,5.0158633e-06,Low
31697,1045190,0,0,0,0,0,2.1177697e-05,Low
31698,1045191,0,0,0,0,0,1.3283542e-05,Low
31699,1045192,0,0,0,0,0,6.2140566e-06,Low
31700,1045193,0,0,0,0,0,1.5833184e-05,Low
31701,1045194,0,0,0,0,0,7.897483e-06,Low
31702,1045195,0,0,0,0,0,1.2485325e-05,Low
31703,1045196,0,0,0,0,0,3.8339176e-06,Low
31704,1045197,0,0,0,0,0,5.4040043e-05,Low
31705,1045198,0,0,0,0,0,1.31476045e-05,Low
31706,1045199,0,0,0,0,0,5.6547524e-05,Low
31707,1045200,0,0,0,0,0,9.619064e-06,Low
31708,1045201,0,0,0,0,0,7.3456426e-06,Low
31709,1045202,0,0,0,0,0,3.209078e-06,Low
31710,1045203,0,0,0,0,0,1.3985935e-05,Low
31711,1045204,0,0,0,0,0,8.41563e-06,Low
31712,1045205,0,0,0,0,0,1.0159896e-05,Low
31713,1045206,0,0,0,0,0,5.7904504e-06,Low
31714,1045207,0,0,0,0,0,1.0896124e-05,Low
31715,1045208,0,0,0,0,0,9.573854e-06,Low
31716,1045209,0,0,0,0,0,1.08321465e-05,Low
31717,1045210,0,0,0,0,0,4.571034e-05,Low
31718,1045211,0,0,0,0,0,2.9117602e-06,Low
31719,1045212,0,0,0,0,0,7.02369e-06,Low
31720,1045214,0,0,0,0,0,3.296395e-06,Low
31721,1045215,0,0,0,0,0,7.5553558e-06,Low
31722,1045216,0,0,0,0,0,1.8642055e-05,Low
31723,1045217,0,0,0,0,0,3.2769698e-05,Low
31724,1045218,0,0,0,0,0,1.836253e-05,Low
31725,1045219,0,0,0,0,0,1.7393884e-05,Low
31726,1045220,0,0,0,0,0,3.338985e-06,Low
31727,1045221,0,0,0,0,0,3.15081e-05,Low
31728,1045222,0,0,0,0,0,3.577403e-05,Low
31729,1045223,0,0,0,0,0,7.936517e-06,Low
31730,1045224,0,0,0,0,0,1.2110352e-05,Low
31731,1045225,0,0,0,0,0,1.5955888e-05,Low
31732,1045227,0,0,0,0,0,1.0676015e-05,Low
31733,1045229,0,0,0,0,0,6.297039e-06,Low
31734,1045230,0,0,0,0,0,9.032687e-06,Low
31735,1045231,0,0,0,0,0,5.749807e-06,Low
31736,1045232,0,0,0,0,0,1.1846709e-05,Low
31737,1045233,0,0,0,0,0,1.3603165e-05,Low
31738,1045234,0,0,0,0,0,9.781803e-06,Low
31739,1045235,0,0,0,0,0,3.801601e-06,Low
31740,1045236,0,0,0,0,0,1.2815161e-05,Low
31741,1045237,0,0,0,0,0,6.4936316e-06,Low
31742,1045238,0,0,0,0,0,5.0334447e-06,Low
31743,1045239,0,0,0,0,0,2.1380481e-05,Low
31744,1045240,0,0,0,0,0,1.10381125e-05,Low
31745,1045242,0,0,0,0,0,6.1095197e-06,Low
31746,1045243,0,0,0,0,0,1.8727389e-05,Low
31747,1045244,0,0,0,0,0,1.414131e-05,Low
31748,1045245,0,0,0,0,0,2.6845971e-06,Low
31749,1045246,0,0,0,0,0,9.318052e-06,Low
31750,1045248,0,0,0,0,0,2.6848813e-06,Low
31751,1045249,0,0,0,0,0,6.6339435e-06,Low
31752,1045250,0,0,0,0,0,1.2258e-05,Low
31753,1045252,0,0,0,0,0,1.8371587e-05,Low
31754,1045253,0,0,0,0,0,9.911822e-06,Low
31755,1045254,0,0,0,0,0,9.7570855e-06,Low
31756,1045256,0,0,0,0,0,2.523377e-05,Low
31757,1045258,0,0,0,0,0,1.1267384e-05,Low
31758,1045259,0,0,0,0,0,1.8617891e-05,Low
31759,1045261,0,0,0,0,0,1.3618273e-05,Low
31760,1045262,0,0,0,0,0,3.9975876e-05,Low
31761,1045263,0,0,0,0,0,6.923318e-06,Low
31762,1045264,0,0,0,0,0,6.1999567e-06,Low
31763,1045265,0,0,0,0,0,1.6843216e-05,Low
31764,1045266,0,0,0,0,0,4.41023e-05,Low
31765,1045268,0,0,0,0,0,2.5152017e-06,Low
31766,1045270,0,0,0,0,0,3.308837e-05,Low
31767,1045271,0,0,0,0,0,6.929461e-05,Low
31768,1045273,0,0,0,0,0,1.6687443e-05,Low
31769,1045274,0,0,0,0,0,2.3042827e-05,Low
31770,1045275,0,0,0,0,0,9.784667e-06,Low
31771,1045276,0,0,0,0,0,4.801354e-06,Low
31772,1045277,0,0,0,0,0,6.1281758e-06,Low
31773,1045278,0,0,0,0,0,3.7108505e-06,Low
31774,1045279,0,0,0,0,0,6.869624e-06,Low
31775,1045280,0,0,0,0,0,1.4812665e-05,Low
31776,1045281,0,0,0,0,0,9.194067e-06,Low
31777,1045282,0,0,0,0,0,4.949897e-06,Low
31778,1045283,0,0,0,0,0,5.448697e-06,Low
31779,1045285,0,0,0,0,0,1.5507103e-05,Low
31780,1045288,0,0,0,0,0,9.185128e-06,Low
31781,1045289,0,0,0,0,0,1.26953455e-05,Low
31782,1045290,0,0,0,0,0,5.4283346e-06,Low
31783,1045291,0,0,0,0,0,2.8444038e-05,Low
31784,1045293,0,0,0,0,0,2.1656073e-05,Low
31785,1045294,0,0,0,0,0,7.216349e-06,Low
31786,1045295,0,0,0,0,0,6.4781248e-06,Low
31787,1045296,0,0,0,0,0,1.7099077e-05,Low
31788,1045297,0,0,0,0,0,5.4283346e-06,Low
31789,1045298,0,0,0,0,0,4.937709e-06,Low
31790,1045299,0,0,0,0,0,7.7866125e-06,Low
31791,1045300,0,0,0,0,0,2.6045482e-06,Low
31792,1045301,0,0,0,0,0,4.0115433e-06,Low
31793,1045302,0,0,0,0,0,1.2400682e-05,Low
31794,1045303,0,0,0,0,0,6.1438404e-06,Low
31795,1045304,0,0,0,0,0,3.9075885e-06,Low
31796,1045305,0,0,0,0,0,5.246232e-06,Low
31797,1045306,0,0,0,0,0,7.962961e-06,Low
31798,1045307,0,0,0,0,0,9.3436e-06,Low
31799,1045308,0,0,0,0,0,4.526197e-06,Low
31800,1045309,0,0,0,0,0,7.635439e-06,Low
31801,1045311,0,0,0,0,0,2.3747301e-05,Low
31802,1045312,0,0,0,0,0,1.6427965e-05,Low
31803,1045313,0,0,0,0,0,2.6199084e-05,Low
31804,1045314,0,0,0,0,0,4.7886233e-06,Low
31805,1045315,0,0,0,0,0,7.713693e-06,Low
31806,1045316,0,0,0,0,0,3.4672196e-06,Low
31807,1045317,0,0,0,0,0,2.8910192e-06,Low
31808,1045318,0,0,0,0,0,7.75352e-06,Low
31809,1045319,0,0,0,0,0,2.2591805e-05,Low
31810,1045320,0,0,0,0,0,3.844298e-05,Low
31811,1045321,0,0,0,0,0,1.7045315e-05,Low
31812,1045322,0,0,0,0,0,2.2678905e-05,Low
31813,1045323,0,0,0,0,0,9.0887315e-06,Low
31814,1045325,0,0,0,0,0,3.7884518e-05,Low
31815,1045326,0,0,0,0,0,5.501223e-06,Low
31816,1045327,0,0,0,0,0,7.3706733e-06,Low
31817,1045328,0,0,0,0,0,9.409638e-06,Low
31818,1045329,0,0,0,0,0,1.3679567e-05,Low
31819,1045330,0,0,0,0,0,5.2338487e-06,Low
31820,1045331,0,0,0,0,0,1.1307212e-05,Low
31821,1045332,0,0,0,0,0,1.7419667e-05,Low
31822,1045333,0,0,0,0,0,7.956895e-06,Low
31823,1045334,0,0,0,0,0,1.7308685e-05,Low
31824,1045336,0,0,0,0,0,1.2783218e-05,Low
31825,1045337,0,0,0,0,0,9.77109e-06,Low
31826,1045338,0,0,0,0,0,3.8670432e-06,Low
31827,1045339,0,0,0,0,0,2.5687332e-06,Low
31828,1045340,0,0,0,0,0,1.0399053e-05,Low
31829,1045341,0,0,0,0,0,3.389235e-06,Low
31830,1045342,0,0,0,0,0,7.2693065e-06,Low
31831,1045343,0,0,0,0,0,3.0358353e-06,Low
31832,1045344,0,0,0,0,0,9.781803e-06,Low
31833,1045345,0,0,0,0,0,1.0032601e-05,Low
31834,1045346,0,0,0,0,0,1.796893e-05,Low
31835,1045347,0,0,0,0,0,1.7745522e-05,Low
31836,1045348,0,0,0,0,0,1.9873998e-05,Low
31837,1045350,0,0,0,0,0,1.198498e-05,Low
31838,1045351,0,0,0,0,0,1.7613575e-05,Low
31839,1045352,0,0,0,0,0,2.0115589e-05,Low
31840,1045353,0,0,0,0,0,3.8589087e-06,Low
31841,1045354,0,0,0,0,0,5.1582116e-05,Low
31842,1045355,0,0,0,0,0,4.193637e-06,Low
31843,1045357,0,0,0,0,0,9.852976e-06,Low
31844,1045358,0,0,0,0,0,1.4388624e-05,Low
31845,1045360,0,0,0,0,0,7.0400133e-06,Low
31846,1045362,0,0,0,0,0,6.6339435e-06,Low
31847,1045363,0,0,0,0,0,5.601502e-06,Low
31848,1045364,0,0,0,0,0,3.1866395e-05,Low
31849,1045365,0,0,0,0,0,1.3584044e-05,Low
31850,1045366,0,0,0,0,0,1.4274554e-05,Low
31851,1045367,0,0,0,0,0,6.8795957e-06,Low
31852,1045368,0,0,0,0,0,2.0557503e-05,Low
31853,1045369,0,0,0,0,0,5.4370803e-06,Low
31854,1045370,0,0,0,0,0,5.1528973e-06,Low
31855,1045371,0,0,0,0,0,1.088308e-05,Low
31856,1045373,0,0,0,0,0,1.0186421e-05,Low
31857,1045374,0,0,0,0,0,9.830423e-06,Low
31858,1045375,0,0,0,0,0,3.7280147e-06,Low
31859,1045376,0,0,0,0,0,1.0378386e-05,Low
31860,1045377,0,0,0,0,0,3.8036865e-06,Low
31861,1045378,0,0,0,0,0,1.2789877e-05,Low
31862,1045380,0,0,0,0,0,1.3570577e-05,Low
31863,1045381,0,0,0,0,0,7.355583e-06,Low
31864,1045382,0,0,0,0,0,2.7662236e-05,Low
31865,1045383,0,0,0,0,0,5.333383e-06,Low
31866,1045384,0,0,0,0,0,2.179599e-05,Low
31867,1045385,0,0,0,0,0,1.2395528e-05,Low
31868,1045386,0,0,0,0,0,1.0458736e-05,Low
31869,1045388,0,0,0,0,0,1.7597506e-05,Low
31870,1045389,0,0,0,0,0,6.260125e-06,Low
31871,1045390,0,0,0,0,0,6.5846657e-06,Low
31872,1045391,0,0,0,0,0,7.691033e-06,Low
31873,1045392,0,0,0,0,0,5.3543436e-06,Low
31874,1045393,0,0,0,0,0,2.151595e-05,Low
31875,1045394,0,0,0,0,0,1.2809915e-06,Low
31876,1045395,0,0,0,0,0,1.3909478e-05,Low
31877,1045396,0,0,0,0,0,7.082843e-06,Low
31878,1045397,0,0,0,0,0,2.0625605e-05,Low
31879,1045398,0,0,0,0,0,4.3071973e-06,Low
31880,1045399,0,0,0,0,0,3.4356672e-06,Low
31881,1045400,0,0,0,0,0,7.130039e-06,Low
31882,1045401,0,0,0,0,0,1.0916468e-05,Low
31883,1045402,0,0,0,0,0,3.2942705e-06,Low
31884,1045403,0,0,0,0,0,2.8665507e-05,Low
31885,1045404,0,0,0,0,0,8.672408e-06,Low
31886,1045405,0,0,0,0,0,4.834943e-06,Low
31887,1045406,0,0,0,0,0,1.2138819e-05,Low
31888,1045407,0,0,0,0,0,8.153848e-06,Low
31889,1045408,0,0,0,0,0,5.525546e-06,Low
31890,1045409,0,0,0,0,0,7.2182206e-06,Low
31891,1045410,0,0,0,0,0,9.783856e-06,Low
31892,1045411,0,0,0,0,0,5.2338487e-06,Low
31893,1045412,0,0,0,0,0,9.875158e-06,Low
31894,1045413,0,0,0,0,0,2.9277959e-05,Low
31895,1045414,0,0,0,0,0,4.5530733e-06,Low
31896,1045415,0,0,0,0,0,1.1476941e-05,Low
31897,1045416,0,0,0,0,0,5.4267468e-05,Low
31898,1045417,0,0,0,0,0,1.8727675e-05,Low
31899,1045418,0,0,0,0,0,1.3527408e-05,Low
31900,1045419,0,0,0,0,0,5.0159733e-06,Low
31901,1045420,0,0,0,0,0,1.6523747e-05,Low
31902,1045421,0,0,0,0,0,5.2021946e-06,Low
31903,1045422,0,0,0,0,0,5.116963e-06,Low
31904,1045423,0,0,0,0,0,5.3531847e-05,Low
31905,1045424,0,0,0,0,0,1.8939412e-05,Low
31906,1045425,0,0,0,0,0,1.085468e-05,Low
31907,1045426,0,0,0,0,0,8.9641544e-05,Low
31908,1045427,0,0,0,0,0,5.525546e-06,Low
31909,1045428,0,0,0,0,0,4.8020315e-06,Low
31910,1045429,0,0,0,0,0,2.550478e-05,Low
31911,1045430,0,0,0,0,0,6.436146e-06,Low
31912,1045431,0,0,0,0,0,3.8589087e-06,Low
31913,1045432,0,0,0,0,0,1.6791173e-05,Low
31914,1045433,0,0,0,0,0,1.2433626e-05,Low
31915,1045434,0,0,0,0,0,2.0797523e-05,Low
31916,1045435,0,0,0,0,0,9.0887315e-06,Low
31917,1045437,0,0,0,0,0,2.5780671e-05,Low
31918,1045438,0,0,0,0,0,8.8012175e-06,Low
31919,1045439,0,0,0,0,0,5.3431213e-06,Low
31920,1045440,0,0,0,0,0,0.00041843072,Low
31921,1045441,0,0,0,0,0,1.5672353e-05,Low
31922,1045442,0,0,0,0,0,1.0304852e-05,Low
31923,1045443,0,0,0,0,0,1.4487691e-05,Low
31924,1045444,0,0,0,0,0,1.5791144e-05,Low
31925,1045445,0,0,0,0,0,0.00013260763,Low
31926,1045446,0,0,0,0,0,4.6534402e-05,Low
31927,1045447,0,0,0,0,0,6.978749e-06,Low
31928,1045448,0,0,0,0,0,7.735144e-06,Low
31929,1045449,0,0,0,0,0,5.1545585e-06,Low
31930,1045450,0,0,0,0,0,7.2182206e-06,Low
31931,1045451,0,0,0,0,0,4.0252357e-06,Low
31932,1045452,0,0,0,0,0,1.2425092e-05,Low
31933,1045453,0,0,0,0,0,2.2571841e-05,Low
31934,1045454,0,0,0,0,0,9.185128e-06,Low
31935,1045455,0,0,0,0,0,1.4798136e-05,Low
31936,1045456,0,0,0,0,0,9.529411e-06,Low
31937,1045457,0,0,0,0,0,1.1494631e-05,Low
31938,1045459,0,0,0,0,0,9.583199e-06,Low
31939,1045460,0,0,0,0,0,1.0078476e-05,Low
31940,1045461,0,0,0,0,0,1.2848362e-05,Low
31941,1045463,0,0,0,0,0,5.4370803e-06,Low
31942,1045464,0,0,0,0,0,1.068451e-05,Low
31943,1045465,0,0,0,0,0,2.1647258e-05,Low
31944,1045467,0,0,0,0,0,1.0317862e-05,Low
31945,1045468,0,0,0,0,0,2.747806e-05,Low
31946,1045469,0,0,0,0,0,1.816353e-05,Low
31947,1045470,0,0,0,0,0,1.8292165e-05,Low
31948,1045471,0,0,0,0,0,8.33546e-06,Low
31949,1045472,0,0,0,0,0,4.483729e-06,Low
31950,1045473,0,0,0,0,0,4.3586087e-06,Low
31951,1045474,0,0,0,0,0,1.6326774e-05,Low
31952,1045475,0,0,0,0,0,2.0453313e-05,Low
31953,1045477,0,0,0,0,0,2.340684e-06,Low
31954,1045478,0,0,0,0,0,1.9261615e-05,Low
31955,1045479,0,0,0,0,0,2.2945356e-05,Low
31956,1045480,0,0,0,0,0,1.697922e-05,Low
31957,1045481,0,0,0,0,0,6.7042342e-06,Low
31958,1045482,0,0,0,0,0,2.1647258e-05,Low
31959,1045483,0,0,0,0,0,7.166257e-06,Low
31960,1045484,0,0,0,0,0,3.338985e-06,Low
31961,1045486,0,0,0,0,0,4.349826e-06,Low
31962,1045487,0,0,0,0,0,1.8206678e-05,Low
31963,1045488,0,0,0,0,0,1.923201e-05,Low
31964,1045489,0,0,0,0,0,1.3775318e-05,Low
31965,1045492,0,0,0,0,0,1.8032739e-05,Low
31966,1045493,0,0,0,0,0,4.352262e-06,Low
31967,1045494,0,0,0,0,0,3.0443265e-05,Low
31968,1045495,0,0,0,0,0,7.757706e-06,Low
31969,1045496,0,0,0,0,0,1.655054e-05,Low
31970,1045497,0,0,0,0,0,5.899246e-05,Low
31971,1045500,0,0,0,0,0,1.6523747e-05,Low
31972,1045501,0,0,0,0,0,5.0211906e-06,Low
31973,1045502,0,0,0,0,0,6.447198e-06,Low
31974,1045503,0,0,0,0,0,9.006271e-06,Low
31975,1045504,0,0,0,0,0,2.4487976e-05,Low
31976,1045505,0,0,0,0,0,5.4290854e-06,Low
31977,1045506,0,0,0,0,0,2.1768798e-05,Low
31978,1045507,0,0,0,0,0,2.340684e-06,Low
31979,1045508,0,0,0,0,0,8.83794e-06,Low
31980,1045509,0,0,0,0,0,1.0402118e-05,Low
31981,1045510,0,0,0,0,0,5.4370803e-06,Low
31982,1045511,0,0,0,0,0,4.249886e-06,Low
