,pk_cid,credit_card,debit_card,have_paymentcards_products,propensity_score,propensity_segment
56402,1080640,0,0,0,5.39268e-06,Low
56403,1080641,0,0,0,5.091971e-06,Low
56404,1080644,0,0,0,3.4845862e-06,Low
56405,1080645,0,0,0,2.684961e-06,Low
56406,1080646,0,0,0,2.6172245e-06,Low
56407,1080647,0,0,0,4.3906953e-06,Low
56408,1080648,0,0,0,3.2508028e-06,Low
56409,1080649,0,0,0,2.9886894e-06,Low
56410,1080651,0,0,0,4.3077475e-06,Low
56411,1080652,0,0,0,5.17378e-06,Low
56412,1080653,0,0,0,4.45662e-06,Low
56413,1080654,0,0,0,8.298974e-06,Low
56414,1080656,0,0,0,3.1615773e-06,Low
56415,1080657,0,0,0,1.8523214e-06,Low
56416,1080658,0,0,0,5.850437e-06,Low
56417,1080659,0,0,0,2.4925505e-06,Low
56418,1080660,0,0,0,5.278788e-06,Low
56419,1080661,0,0,0,3.2504622e-06,Low
56420,1080662,0,0,0,4.999607e-06,Low
56421,1080663,0,0,0,3.7644056e-06,Low
56422,1080665,0,0,0,2.8301934e-06,Low
56423,1080666,0,0,0,3.3971694e-06,Low
56424,1080667,0,0,0,4.524958e-06,Low
56425,1080668,0,0,0,4.3275327e-06,Low
56426,1080669,0,0,0,4.1476465e-06,Low
56427,1080670,0,0,0,3.6074734e-06,Low
56428,1080672,0,0,0,1.6157903e-06,Low
56429,1080673,0,0,0,3.8510047e-06,Low
56430,1080674,0,0,0,5.8987516e-06,Low
56431,1080676,0,0,0,3.121569e-06,Low
56432,1080677,0,0,0,2.8394961e-06,Low
56433,1080679,0,0,0,5.608745e-06,Low
56434,1080680,0,0,0,3.5619346e-06,Low
56435,1080681,0,0,0,2.4560118e-06,Low
56436,1080683,0,0,0,2.9169491e-06,Low
56437,1080684,0,0,0,1.34882985e-05,Low
56438,1080686,0,0,0,3.453317e-06,Low
56439,1080687,0,0,0,1.0652137e-05,Low
56440,1080688,0,0,0,4.3732316e-06,Low
56441,1080689,0,0,0,2.795146e-06,Low
56442,1080690,0,0,0,2.291896e-06,Low
56443,1080692,0,0,0,1.8329897e-06,Low
56444,1080693,0,0,0,2.430755e-06,Low
56445,1080694,0,0,0,4.4788308e-06,Low
56446,1080695,0,0,0,1.7300629e-06,Low
56447,1080696,0,0,0,2.7829296e-06,Low
56448,1080697,0,0,0,9.401771e-06,Low
56449,1080698,0,0,0,2.5769284e-06,Low
56450,1080699,0,0,0,2.9064752e-06,Low
56451,1080700,0,0,0,4.2467213e-06,Low
56452,1080701,0,0,0,1.6792236e-06,Low
56453,1080702,0,0,0,1.3280665e-05,Low
56454,1080703,0,0,0,3.5542384e-06,Low
56455,1080704,0,0,0,3.2884072e-06,Low
56456,1080705,0,0,0,4.063508e-06,Low
56457,1080709,0,0,0,4.9160535e-06,Low
56458,1080710,0,0,0,4.2022325e-06,Low
56459,1080711,0,0,0,2.9455437e-06,Low
56460,1080712,0,0,0,9.741559e-06,Low
56461,1080713,0,0,0,4.587103e-06,Low
56462,1080714,0,0,0,3.1961856e-06,Low
56463,1080715,0,0,0,1.1910372e-05,Low
56464,1080716,0,0,0,4.8983634e-06,Low
56465,1080719,0,0,0,1.4100048e-05,Low
56466,1080720,0,0,0,4.8830375e-06,Low
56467,1080721,0,0,0,1.1193666e-05,Low
56468,1080722,0,0,0,1.4929922e-05,Low
56469,1080729,0,0,0,1.1100289e-05,Low
56470,1080733,0,0,0,9.245081e-06,Low
56471,1080735,0,0,0,6.258973e-06,Low
56472,1080736,0,0,0,1.21327785e-05,Low
56473,1080740,0,0,0,8.240471e-06,Low
56474,1080741,0,0,0,1.8378543e-05,Low
56475,1080742,0,0,0,4.209954e-06,Low
56476,1080744,0,0,0,1.0156166e-05,Low
56477,1080746,0,0,0,1.1974665e-05,Low
56478,1080748,0,0,0,5.646011e-06,Low
56479,1080749,0,0,0,7.503384e-06,Low
56480,1080750,0,0,0,1.1358928e-05,Low
56481,1080751,0,0,0,8.666785e-06,Low
56482,1080752,0,0,0,4.584125e-06,Low
56483,1080753,0,0,0,9.071784e-06,Low
56484,1080754,0,0,0,1.5923206e-05,Low
56485,1080755,0,0,0,5.4684308e-05,Low
56486,1080756,0,0,0,4.9901087e-06,Low
56487,1080758,0,0,0,7.080952e-06,Low
56488,1080762,0,0,0,1.7036184e-05,Low
56489,1080763,0,0,0,1.0811289e-05,Low
56490,1080764,0,0,0,7.799522e-06,Low
56491,1080766,0,0,0,1.1908384e-05,Low
56492,1080771,0,0,0,6.9515613e-06,Low
56493,1080773,0,0,0,6.938189e-06,Low
56494,1080774,0,0,0,7.2804833e-06,Low
56495,1080775,0,0,0,8.264317e-06,Low
56496,1080776,0,0,0,1.9397194e-05,Low
56497,1080777,0,0,0,4.4676384e-05,Low
56498,1080779,0,0,0,1.6772754e-05,Low
56499,1080780,0,0,0,1.05236295e-05,Low
56500,1080782,0,0,0,3.947151e-06,Low
56501,1080785,0,0,0,1.0850933e-05,Low
56502,1080788,0,0,0,1.2509019e-05,Low
56503,1080789,0,0,0,9.190255e-06,Low
56504,1080791,0,0,0,4.9807e-06,Low
56505,1080795,0,0,0,1.1080796e-05,Low
56506,1080797,0,0,0,1.042838e-05,Low
56507,1080799,0,0,0,1.3600972e-05,Low
56508,1080800,0,0,0,5.3724452e-06,Low
56509,1080801,0,0,0,8.530794e-06,Low
56510,1080802,0,0,0,8.23111e-06,Low
56511,1080804,0,0,0,1.115411e-05,Low
56512,1080805,0,0,0,6.981811e-06,Low
56513,1080810,0,0,0,1.756121e-05,Low
56514,1080812,0,0,0,8.012949e-06,Low
56515,1080814,0,0,0,4.1133253e-06,Low
56516,1080817,0,0,0,1.41795545e-05,Low
56517,1080821,0,0,0,1.2795391e-05,Low
56518,1080822,0,0,0,1.918687e-05,Low
56519,1080824,0,0,0,2.2443934e-05,Low
56520,1080826,0,0,0,1.0587945e-05,Low
56521,1080827,0,0,0,1.19993565e-05,Low
56522,1080829,0,0,0,4.3440665e-05,Low
56523,1080832,0,0,0,1.0819902e-05,Low
56524,1080833,0,0,0,1.3148646e-05,Low
56525,1080835,0,0,0,6.6473312e-06,Low
56526,1080836,0,0,0,1.4182246e-05,Low
56527,1080837,0,0,0,1.4425664e-05,Low
56528,1080840,0,0,0,1.7542514e-05,Low
56529,1080843,0,0,0,6.2969666e-06,Low
56530,1080844,0,0,0,7.4371656e-06,Low
56531,1080845,0,0,0,8.781809e-06,Low
56532,1080846,0,0,0,1.023423e-05,Low
56533,1080847,0,0,0,9.680085e-06,Low
56534,1080848,0,0,0,9.8374285e-06,Low
56535,1080849,0,0,0,6.1016535e-06,Low
56536,1080850,0,0,0,1.5458409e-05,Low
56537,1080855,0,0,0,6.2708623e-06,Low
56538,1080856,0,0,0,1.0608463e-05,Low
56539,1080858,0,0,0,7.908924e-06,Low
56540,1080862,0,0,0,8.697197e-06,Low
56541,1080863,0,0,0,1.2368345e-05,Low
56542,1080864,0,0,0,5.802003e-06,Low
56543,1080865,0,0,0,9.044582e-06,Low
56544,1080866,0,0,0,5.3467966e-06,Low
56545,1080867,0,0,0,4.048299e-06,Low
56546,1080868,0,0,0,7.2074213e-06,Low
56547,1080870,0,0,0,5.646011e-06,Low
56548,1080871,0,0,0,8.073215e-06,Low
56549,1080873,0,0,0,1.1842078e-05,Low
56550,1080874,0,0,0,7.4862655e-06,Low
56551,1080875,0,0,0,1.8149349e-05,Low
56552,1080877,0,0,0,4.9656937e-06,Low
56553,1080879,0,0,0,2.0659347e-05,Low
56554,1080881,0,0,0,7.1203763e-06,Low
56555,1080883,0,0,0,5.694658e-06,Low
56556,1080886,0,0,0,9.046221e-06,Low
56557,1080888,0,0,0,8.4143785e-06,Low
56558,1080889,0,0,0,7.627142e-06,Low
56559,1080890,0,0,0,6.4197297e-06,Low
56560,1080891,0,0,0,9.071784e-06,Low
56561,1080892,0,0,0,1.0552029e-05,Low
56562,1080894,0,0,0,8.655659e-06,Low
56563,1080895,0,0,0,1.5256766e-05,Low
56564,1080896,0,0,0,1.1192951e-05,Low
56565,1080899,0,0,0,1.0451957e-05,Low
56566,1080900,0,0,0,7.0330807e-06,Low
56567,1080901,0,0,0,1.2474197e-05,Low
56568,1080903,0,0,0,4.405409e-06,Low
56569,1080906,0,0,0,4.8484394e-06,Low
56570,1080908,0,0,0,1.5515565e-05,Low
56571,1080910,0,0,0,5.350158e-06,Low
56572,1080916,0,0,0,1.4223326e-05,Low
56573,1080919,0,0,0,7.0575443e-06,Low
56574,1080920,0,0,0,1.3493329e-05,Low
56575,1080921,0,0,0,6.864758e-06,Low
56576,1080922,0,0,0,7.999312e-06,Low
56577,1080925,0,0,0,5.12039e-06,Low
56578,1080926,0,0,0,4.3007735e-06,Low
56579,1080927,0,0,0,7.811373e-06,Low
56580,1080929,0,0,0,5.836494e-06,Low
56581,1080930,0,0,0,2.8884815e-05,Low
56582,1080933,0,0,0,8.227539e-06,Low
56583,1080934,0,0,0,1.2410491e-05,Low
56584,1080935,0,0,0,1.177185e-05,Low
56585,1080936,0,0,0,1.2749823e-05,Low
56586,1080937,0,0,0,8.20128e-06,Low
56587,1080939,0,0,0,6.14982e-06,Low
56588,1080940,0,0,0,6.8122e-06,Low
56589,1080941,0,0,0,1.2897135e-05,Low
56590,1080942,0,0,0,8.530794e-06,Low
56591,1080943,0,0,0,1.1567903e-05,Low
56592,1080944,0,0,0,5.892725e-06,Low
56593,1080945,0,0,0,5.5602277e-06,Low
56594,1080946,0,0,0,6.1756386e-06,Low
56595,1080947,0,0,0,9.4449515e-06,Low
56596,1080949,0,0,0,1.034187e-05,Low
56597,1080950,0,0,0,1.6406046e-05,Low
56598,1080951,0,0,0,1.2824405e-05,Low
56599,1080953,0,0,0,7.81527e-06,Low
56600,1080955,0,0,0,1.1613487e-05,Low
56601,1080957,0,0,0,7.655855e-06,Low
56602,1080958,0,0,0,6.7845544e-06,Low
56603,1080960,0,0,0,2.9887065e-06,Low
56604,1080961,0,0,0,1.0224992e-05,Low
56605,1080962,0,0,0,9.710727e-06,Low
56606,1080964,0,0,0,1.8316656e-05,Low
56607,1080965,0,0,0,1.29578775e-05,Low
56608,1080966,0,0,0,1.37646675e-05,Low
56609,1080969,0,0,0,2.5138366e-05,Low
56610,1080973,0,0,0,7.0409124e-06,Low
56611,1080974,0,0,0,1.77612e-05,Low
56612,1080975,0,0,0,1.2379568e-05,Low
56613,1080976,0,0,0,5.241436e-06,Low
56614,1080979,0,0,0,4.4271287e-06,Low
56615,1080981,0,0,0,2.8308843e-06,Low
56616,1080982,0,0,0,1.18058915e-05,Low
56617,1080983,0,0,0,2.4528097e-06,Low
56618,1080984,0,0,0,1.4857909e-05,Low
56619,1080985,0,0,0,6.253925e-06,Low
56620,1080986,0,0,0,4.144357e-06,Low
56621,1080987,0,0,0,3.1307902e-06,Low
56622,1080988,0,0,0,4.473508e-06,Low
56623,1080989,0,0,0,3.767915e-06,Low
56624,1080990,0,0,0,3.1449388e-06,Low
56625,1080991,0,0,0,4.5103957e-06,Low
56626,1080992,0,0,0,3.329014e-06,Low
56627,1080993,0,0,0,3.7652171e-06,Low
56628,1080994,0,0,0,2.2806303e-06,Low
56629,1080995,0,0,0,3.700464e-06,Low
56630,1080996,0,0,0,2.7529165e-06,Low
56631,1080997,0,0,0,2.489182e-06,Low
56632,1080999,0,0,0,3.1228315e-06,Low
56633,1081000,0,0,0,4.2620095e-06,Low
56634,1081001,0,0,0,3.577847e-06,Low
56635,1081002,0,0,0,1.8313455e-06,Low
56636,1081004,0,0,0,3.1369948e-06,Low
56637,1081005,0,0,0,5.49892e-06,Low
56638,1081006,0,0,0,2.5335123e-06,Low
56639,1081008,0,0,0,4.526262e-06,Low
56640,1081009,0,0,0,3.2178332e-06,Low
56641,1081010,0,0,0,2.8512975e-06,Low
56642,1081012,0,0,0,9.332263e-06,Low
56643,1081013,0,0,0,3.4742236e-06,Low
56644,1081014,0,0,0,4.3635455e-06,Low
56645,1081015,0,0,0,2.157687e-06,Low
56646,1081016,0,0,0,3.9324154e-06,Low
56647,1081017,0,0,0,8.559037e-06,Low
56648,1081018,0,0,0,6.121523e-06,Low
56649,1081019,0,0,0,2.2782847e-06,Low
56650,1081020,0,0,0,3.5312808e-06,Low
56651,1081022,0,0,0,4.085147e-06,Low
56652,1081023,0,0,0,2.4484907e-06,Low
56653,1081024,0,0,0,4.5083057e-06,Low
56654,1081025,0,0,0,4.003708e-06,Low
56655,1081026,0,0,0,5.3133194e-06,Low
56656,1081027,0,0,0,3.2866483e-06,Low
56657,1081028,0,0,0,3.2572889e-06,Low
56658,1081029,0,0,0,5.036254e-06,Low
56659,1081030,0,0,0,3.87542e-06,Low
56660,1081031,0,0,0,3.4356606e-06,Low
56661,1081032,0,0,0,4.2394176e-06,Low
56662,1081033,0,0,0,5.526257e-06,Low
56663,1081034,0,0,0,7.61956e-06,Low
56664,1081035,0,0,0,3.1050818e-06,Low
56665,1081036,0,0,0,2.7280594e-06,Low
56666,1081038,0,0,0,3.3949088e-06,Low
56667,1081039,0,0,0,5.7915217e-06,Low
56668,1081041,0,0,0,7.547938e-06,Low
56669,1081042,0,0,0,6.976313e-06,Low
56670,1081044,0,0,0,5.372809e-06,Low
56671,1081045,0,0,0,5.0095055e-06,Low
56672,1081046,0,0,0,4.4788308e-06,Low
56673,1081047,0,0,0,2.07912e-06,Low
56674,1081048,0,0,0,5.2469272e-06,Low
56675,1081050,0,0,0,3.871065e-06,Low
56676,1081051,0,0,0,6.8979707e-06,Low
56677,1081052,0,0,0,3.7139587e-06,Low
56678,1081053,0,0,0,3.4356606e-06,Low
56679,1081054,0,0,0,5.041857e-06,Low
56680,1081055,0,0,0,3.4695847e-06,Low
56681,1081056,0,0,0,3.7898437e-06,Low
56682,1081057,0,0,0,1.613638e-05,Low
56683,1081058,0,0,0,6.3974526e-06,Low
56684,1081059,0,0,0,4.7050407e-06,Low
56685,1081060,0,0,0,6.8903896e-06,Low
56686,1081061,0,0,0,6.964913e-06,Low
56687,1081062,0,0,0,4.4788308e-06,Low
56688,1081063,0,0,0,3.477734e-06,Low
56689,1081064,0,0,0,5.5028445e-06,Low
56690,1081066,0,0,0,3.4944699e-06,Low
56691,1081067,0,0,0,7.34058e-06,Low
56692,1081068,0,0,0,5.016012e-06,Low
56693,1081072,0,0,0,4.0885648e-06,Low
56694,1081074,0,0,0,1.834896e-06,Low
56695,1081075,0,0,0,1.8313455e-06,Low
56696,1081076,0,0,0,9.477461e-06,Low
56697,1081078,0,0,0,2.5152735e-06,Low
56698,1081079,0,0,0,2.381904e-06,Low
56699,1081080,0,0,0,2.2961929e-06,Low
56700,1081082,0,0,0,1.8313455e-06,Low
56701,1081083,0,0,0,2.3108719e-06,Low
56702,1081084,0,0,0,2.7846684e-06,Low
56703,1081085,0,0,0,1.834896e-06,Low
56704,1081087,0,0,0,1.8313455e-06,Low
56705,1081088,0,0,0,2.7929823e-06,Low
56706,1081089,0,0,0,2.2961929e-06,Low
56707,1081090,0,0,0,1.841635e-06,Low
56708,1081091,0,0,0,2.041033e-05,Low
56709,1081092,0,0,0,1.8313455e-06,Low
56710,1081093,0,0,0,1.8313455e-06,Low
56711,1081094,0,0,0,2.2851913e-05,Low
56712,1081095,0,0,0,8.9346595e-06,Low
56713,1081097,0,0,0,1.5887877e-05,Low
56714,1081099,0,0,0,1.2889278e-05,Low
56715,1081102,0,0,0,5.6393437e-06,Low
56716,1081103,0,0,0,3.5328808e-06,Low
56717,1081104,0,0,0,7.646822e-06,Low
56718,1081105,0,0,0,3.5328808e-06,Low
56719,1081107,0,0,0,3.0262788e-06,Low
56720,1081108,0,0,0,3.2402083e-06,Low
56721,1081109,0,0,0,2.7341619e-06,Low
56722,1081110,0,0,0,3.02274e-06,Low
56723,1081111,0,0,0,3.1521843e-06,Low
56724,1081112,0,0,0,3.4356606e-06,Low
56725,1081113,0,0,0,4.8802535e-06,Low
56726,1081114,0,0,0,2.6516916e-06,Low
56727,1081115,0,0,0,3.256795e-06,Low
56728,1081116,0,0,0,3.391899e-06,Low
56729,1081117,0,0,0,3.2080557e-06,Low
56730,1081118,0,0,0,2.2906834e-06,Low
56731,1081119,0,0,0,1.841635e-06,Low
56732,1081120,0,0,0,5.7137627e-06,Low
56733,1081121,0,0,0,5.8733126e-06,Low
56734,1081122,0,0,0,3.4695847e-06,Low
56735,1081123,0,0,0,3.888696e-06,Low
56736,1081125,0,0,0,5.372107e-06,Low
56737,1081126,0,0,0,3.4007999e-06,Low
56738,1081127,0,0,0,5.67645e-06,Low
56739,1081128,0,0,0,4.256209e-06,Low
56740,1081129,0,0,0,3.5328808e-06,Low
56741,1081130,0,0,0,4.117466e-06,Low
56742,1081131,0,0,0,7.958285e-06,Low
56743,1081133,0,0,0,2.0735952e-06,Low
56744,1081134,0,0,0,2.8212169e-06,Low
56745,1081135,0,0,0,2.5004333e-06,Low
56746,1081136,0,0,0,3.683802e-06,Low
56747,1081137,0,0,0,3.2538953e-06,Low
56748,1081138,0,0,0,4.018937e-06,Low
56749,1081139,0,0,0,3.113402e-06,Low
56750,1081140,0,0,0,2.2806303e-06,Low
56751,1081141,0,0,0,4.229782e-06,Low
56752,1081142,0,0,0,3.256326e-06,Low
56753,1081143,0,0,0,4.262087e-06,Low
56754,1081144,0,0,0,2.8596166e-06,Low
56755,1081145,0,0,0,3.5181513e-06,Low
56756,1081146,0,0,0,2.8051306e-06,Low
56757,1081148,0,0,0,5.1855127e-06,Low
56758,1081149,0,0,0,3.5377054e-06,Low
56759,1081150,0,0,0,2.6196917e-06,Low
56760,1081151,0,0,0,4.2053794e-06,Low
56761,1081152,0,0,0,4.4788308e-06,Low
56762,1081153,0,0,0,7.143106e-06,Low
56763,1081154,0,0,0,2.4780782e-06,Low
56764,1081155,0,0,0,4.7635626e-06,Low
56765,1081156,0,0,0,4.2497804e-06,Low
56766,1081157,0,0,0,3.6425627e-06,Low
56767,1081158,0,0,0,2.2671118e-06,Low
56768,1081159,0,0,0,2.9755558e-06,Low
56769,1081160,0,0,0,2.4882706e-06,Low
56770,1081162,0,0,0,3.9004476e-06,Low
56771,1081163,0,0,0,3.8775715e-06,Low
56772,1081164,0,0,0,2.7910228e-06,Low
56773,1081165,0,0,0,2.1769297e-06,Low
56774,1081166,0,0,0,4.1471285e-06,Low
56775,1081167,0,0,0,8.201788e-06,Low
56776,1081168,0,0,0,2.6301454e-06,Low
56777,1081169,0,0,0,3.938612e-06,Low
56778,1081170,0,0,0,2.543314e-06,Low
56779,1081171,0,0,0,3.2626394e-06,Low
56780,1081172,0,0,0,2.7482552e-06,Low
56781,1081173,0,0,0,5.2500554e-06,Low
56782,1081174,0,0,0,3.1057775e-06,Low
56783,1081175,0,0,0,6.0487337e-06,Low
56784,1081177,0,0,0,2.1556652e-06,Low
56785,1081178,0,0,0,2.7850642e-06,Low
56786,1081179,0,0,0,7.9096635e-06,Low
56787,1081180,0,0,0,2.5800514e-06,Low
56788,1081181,0,0,0,4.3086065e-06,Low
56789,1081183,0,0,0,3.4628608e-06,Low
56790,1081184,0,0,0,4.0448494e-06,Low
56791,1081185,0,0,0,2.9173943e-06,Low
56792,1081186,0,0,0,3.5161052e-06,Low
56793,1081187,0,0,0,4.7621456e-06,Low
56794,1081188,0,0,0,3.9250267e-06,Low
56795,1081189,0,0,0,5.2455616e-06,Low
56796,1081190,0,0,0,4.2390784e-06,Low
56797,1081191,0,0,0,4.44421e-06,Low
56798,1081192,0,0,0,2.9994883e-06,Low
56799,1081193,0,0,0,5.496162e-06,Low
56800,1081194,0,0,0,8.106706e-06,Low
56801,1081195,0,0,0,2.3156767e-06,Low
56802,1081196,0,0,0,3.602588e-06,Low
56803,1081197,0,0,0,2.602748e-06,Low
56804,1081198,0,0,0,2.3108719e-06,Low
56805,1081199,0,0,0,4.0749255e-06,Low
56806,1081200,0,0,0,3.6055644e-06,Low
56807,1081201,0,0,0,1.8313455e-06,Low
56808,1081202,0,0,0,3.0143024e-06,Low
56809,1081203,0,0,0,4.0060263e-06,Low
56810,1081204,0,0,0,3.4944699e-06,Low
56811,1081206,0,0,0,3.0202907e-06,Low
56812,1081207,0,0,0,3.540642e-06,Low
56813,1081209,0,0,0,3.4948866e-06,Low
56814,1081210,0,0,0,3.6110978e-06,Low
56815,1081211,0,0,0,6.0983725e-06,Low
56816,1081212,0,0,0,3.976072e-06,Low
56817,1081213,0,0,0,3.2944215e-06,Low
56818,1081214,0,0,0,3.9456154e-06,Low
56819,1081215,0,0,0,2.7788242e-06,Low
56820,1081216,0,0,0,3.0768101e-06,Low
56821,1081217,0,0,0,3.2572889e-06,Low
56822,1081218,0,0,0,2.841758e-06,Low
56823,1081219,0,0,0,3.1761194e-06,Low
56824,1081220,0,0,0,2.1937901e-06,Low
56825,1081221,0,0,0,2.9876405e-06,Low
56826,1081222,0,0,0,6.453571e-06,Low
56827,1081223,0,0,0,4.0850573e-06,Low
56828,1081224,0,0,0,4.1818835e-06,Low
56829,1081225,0,0,0,4.1779695e-05,Low
56830,1081227,0,0,0,3.2214657e-06,Low
56831,1081228,0,0,0,4.954303e-06,Low
56832,1081229,0,0,0,2.9403177e-06,Low
56833,1081230,0,0,0,4.954303e-06,Low
56834,1081232,0,0,0,4.2849256e-06,Low
56835,1081233,0,0,0,4.1089615e-06,Low
56836,1081234,0,0,0,3.8748067e-06,Low
56837,1081235,0,0,0,9.61181e-06,Low
56838,1081236,0,0,0,4.191062e-06,Low
56839,1081237,0,0,0,4.6754476e-06,Low
56840,1081238,0,0,0,3.7619186e-06,Low
56841,1081239,0,0,0,5.1694847e-06,Low
56842,1081240,0,0,0,5.1246793e-06,Low
56843,1081242,0,0,0,2.7014294e-06,Low
56844,1081243,0,0,0,2.4526787e-06,Low
56845,1081244,0,0,0,4.7047265e-06,Low
56846,1081245,0,0,0,5.1899897e-06,Low
56847,1081246,0,0,0,3.4531688e-06,Low
56848,1081247,0,0,0,6.61342e-06,Low
56849,1081248,0,0,0,2.7935444e-06,Low
56850,1081249,0,0,0,3.8085395e-06,Low
56851,1081250,0,0,0,3.2629691e-06,Low
56852,1081251,0,0,0,2.2064592e-06,Low
56853,1081252,0,0,0,4.4765934e-06,Low
56854,1081253,0,0,0,8.922151e-06,Low
56855,1081254,0,0,0,6.972908e-06,Low
56856,1081256,0,0,0,3.683802e-06,Low
56857,1081257,0,0,0,3.872904e-06,Low
56858,1081258,0,0,0,6.0312977e-06,Low
56859,1081259,0,0,0,2.2260263e-06,Low
56860,1081260,0,0,0,8.841945e-06,Low
56861,1081261,0,0,0,6.0572947e-06,Low
56862,1081262,0,0,0,1.0236299e-05,Low
56863,1081263,0,0,0,3.883678e-06,Low
56864,1081264,0,0,0,3.3265924e-06,Low
56865,1081265,0,0,0,3.2568416e-06,Low
56866,1081266,0,0,0,3.5993496e-06,Low
56867,1081267,0,0,0,3.4695847e-06,Low
56868,1081269,0,0,0,9.717602e-06,Low
56869,1081270,0,0,0,8.607496e-06,Low
56870,1081271,0,0,0,3.864149e-06,Low
56871,1081272,0,0,0,4.8492534e-06,Low
56872,1081273,0,0,0,4.034074e-06,Low
56873,1081274,0,0,0,2.3131715e-06,Low
56874,1081275,0,0,0,4.815634e-06,Low
56875,1081276,0,0,0,4.234383e-06,Low
56876,1081277,0,0,0,2.6277962e-06,Low
56877,1081278,0,0,0,2.3352793e-06,Low
56878,1081279,0,0,0,4.288503e-06,Low
56879,1081280,0,0,0,3.500257e-06,Low
56880,1081281,0,0,0,2.344361e-06,Low
56881,1081282,0,0,0,7.3494825e-06,Low
56882,1081283,0,0,0,4.4615017e-06,Low
56883,1081284,0,0,0,2.8888362e-06,Low
56884,1081285,0,0,0,4.477059e-06,Low
56885,1081286,0,0,0,2.7368988e-06,Low
56886,1081287,0,0,0,7.390163e-06,Low
56887,1081289,0,0,0,4.1248545e-06,Low
56888,1081290,0,0,0,3.4695847e-06,Low
56889,1081291,0,0,0,2.7858e-06,Low
56890,1081292,0,0,0,3.5357023e-06,Low
56891,1081294,0,0,0,3.3243914e-06,Low
56892,1081295,0,0,0,3.2530452e-06,Low
56893,1081296,0,0,0,2.7341619e-06,Low
56894,1081298,0,0,0,2.6039918e-06,Low
56895,1081299,0,0,0,3.6376293e-06,Low
56896,1081300,0,0,0,2.7307563e-06,Low
56897,1081301,0,0,0,4.246863e-06,Low
56898,1081302,0,0,0,2.297781e-06,Low
56899,1081303,0,0,0,3.1875409e-06,Low
56900,1081304,0,0,0,2.9091345e-06,Low
56901,1081305,0,0,0,4.014762e-06,Low
56902,1081306,0,0,0,2.317473e-06,Low
56903,1081307,0,0,0,3.284834e-06,Low
56904,1081308,0,0,0,2.8005786e-06,Low
56905,1081309,0,0,0,4.130598e-06,Low
56906,1081310,0,0,0,2.734402e-06,Low
56907,1081311,0,0,0,3.113485e-06,Low
56908,1081312,0,0,0,2.6626237e-06,Low
56909,1081313,0,0,0,1.6019529e-05,Low
56910,1081314,0,0,0,2.1458507e-06,Low
56911,1081315,0,0,0,4.1601925e-06,Low
56912,1081316,0,0,0,5.516558e-06,Low
56913,1081317,0,0,0,3.2457567e-06,Low
56914,1081318,0,0,0,7.463219e-06,Low
56915,1081319,0,0,0,2.5284867e-06,Low
56916,1081321,0,0,0,4.1261965e-06,Low
56917,1081322,0,0,0,2.3108719e-06,Low
56918,1081323,0,0,0,2.354098e-06,Low
56919,1081324,0,0,0,4.4766916e-06,Low
56920,1081325,0,0,0,3.6644155e-06,Low
56921,1081326,0,0,0,4.2730426e-06,Low
56922,1081327,0,0,0,6.7755805e-06,Low
56923,1081328,0,0,0,3.2361536e-06,Low
56924,1081329,0,0,0,4.5730862e-06,Low
56925,1081330,0,0,0,2.1694314e-06,Low
56926,1081331,0,0,0,3.1481197e-06,Low
56927,1081332,0,0,0,2.9091345e-06,Low
56928,1081333,0,0,0,2.5265513e-06,Low
56929,1081334,0,0,0,6.4462142e-06,Low
56930,1081336,0,0,0,4.6925384e-06,Low
56931,1081337,0,0,0,7.853044e-06,Low
56932,1081339,0,0,0,3.1523014e-06,Low
56933,1081340,0,0,0,5.772685e-06,Low
56934,1081341,0,0,0,3.327046e-06,Low
56935,1081342,0,0,0,3.226905e-06,Low
56936,1081343,0,0,0,2.9947896e-06,Low
56937,1081344,0,0,0,3.7683137e-06,Low
56938,1081345,0,0,0,3.2040596e-06,Low
56939,1081346,0,0,0,2.5577551e-06,Low
56940,1081347,0,0,0,3.062381e-06,Low
56941,1081348,0,0,0,5.3110803e-06,Low
56942,1081349,0,0,0,4.1835187e-06,Low
56943,1081350,0,0,0,3.5042747e-06,Low
56944,1081351,0,0,0,2.603262e-06,Low
56945,1081352,0,0,0,5.3664544e-06,Low
56946,1081353,0,0,0,2.2655167e-06,Low
56947,1081354,0,0,0,5.2890778e-06,Low
56948,1081355,0,0,0,2.6242976e-06,Low
56949,1081356,0,0,0,9.958002e-06,Low
56950,1081357,0,0,0,1.9516392e-05,Low
56951,1081358,0,0,0,3.98105e-06,Low
56952,1081359,0,0,0,3.2434111e-06,Low
56953,1081360,0,0,0,5.4796815e-06,Low
56954,1081361,0,0,0,6.6208477e-06,Low
56955,1081362,0,0,0,4.100596e-06,Low
56956,1081363,0,0,0,6.295784e-06,Low
56957,1081364,0,0,0,5.6600334e-06,Low
56958,1081365,0,0,0,4.8947863e-06,Low
56959,1081366,0,0,0,2.2608567e-06,Low
56960,1081367,0,0,0,3.4277668e-06,Low
56961,1081368,0,0,0,3.1456646e-06,Low
56962,1081369,0,0,0,2.3917055e-06,Low
56963,1081370,0,0,0,3.0225551e-06,Low
56964,1081371,0,0,0,3.4277668e-06,Low
56965,1081372,0,0,0,3.9248207e-06,Low
56966,1081373,0,0,0,5.743959e-06,Low
56967,1081374,0,0,0,2.7341619e-06,Low
