pk_cid,cluster,cluster_name
1029435,3,Profesionales Dormidos
1029436,5,Jóvenes Activos Básicos
1029437,2,Inactivos Totales
1029438,8,Emergentes Premium
1029439,2,Inactivos Totales
1029440,1,Universitarios Estándar
1029441,1,Universitarios Estándar
1029442,5,Jóvenes Activos Básicos
1029444,2,Inactivos Totales
1029445,1,Universitarios Estándar
1029446,1,Universitarios Estándar
1029448,1,Universitarios Estándar
1029449,6,Alto Potencial Virgen
1029450,1,Universitarios Estándar
1029451,2,Inactivos Totales
1029452,1,Universitarios Estándar
1029453,5,Jóvenes Activos Básicos
1029454,3,Profesionales Dormidos
1029455,5,Jóvenes Activos Básicos
1029456,2,Inactivos Totales
1029457,1,Universitarios Estándar
1029458,1,Universitarios Estándar
1029459,5,Jóvenes Activos Básicos
1029460,2,Inactivos Totales
1029461,1,Universitarios Estándar
1029462,5,Jóvenes Activos Básicos
1029463,1,Universitarios Estándar
1029464,1,Universitarios Estándar
1029465,5,Jóvenes Activos Básicos
1029467,5,Jóvenes Activos Básicos
1029468,1,Universitarios Estándar
1029469,1,Universitarios Estándar
1029470,1,Universitarios Estándar
1029471,2,Inactivos Totales
1029472,1,Universitarios Estándar
1029473,5,Jóvenes Activos Básicos
1029474,7,Valor Medio-Alto
1029476,5,Jóvenes Activos Básicos
1029477,1,Universitarios Estándar
1029478,1,Universitarios Estándar
1029479,8,Emergentes Premium
1029480,1,Universitarios Estándar
1029481,5,Jóvenes Activos Básicos
1029482,5,Jóvenes Activos Básicos
1029483,1,Universitarios Estándar
1029484,8,Emergentes Premium
1029485,1,Universitarios Estándar
1029486,5,Jóvenes Activos Básicos
1029487,1,Universitarios Estándar
1029488,1,Universitarios Estándar
1029489,2,Inactivos Totales
1029490,5,Jóvenes Activos Básicos
1029491,5,Jóvenes Activos Básicos
1029493,5,Jóvenes Activos Básicos
1029494,2,Inactivos Totales
1029495,1,Universitarios Estándar
1029496,1,Universitarios Estándar
1029497,1,Universitarios Estándar
1029498,5,Jóvenes Activos Básicos
1029499,1,Universitarios Estándar
1029500,8,Emergentes Premium
1029501,2,Inactivos Totales
1029502,5,Jóvenes Activos Básicos
1029503,2,Inactivos Totales
1029504,3,Profesionales Dormidos
1029505,2,Inactivos Totales
1029506,1,Universitarios Estándar
1029507,1,Universitarios Estándar
1029508,1,Universitarios Estándar
1029509,1,Universitarios Estándar
1029510,8,Emergentes Premium
1029511,1,Universitarios Estándar
1029512,2,Inactivos Totales
1029513,5,Jóvenes Activos Básicos
1029514,8,Emergentes Premium
1029515,2,Inactivos Totales
1029516,2,Inactivos Totales
1029517,1,Universitarios Estándar
1029518,5,Jóvenes Activos Básicos
1029519,1,Universitarios Estándar
1029520,3,Profesionales Dormidos
1029521,2,Inactivos Totales
1029522,1,Universitarios Estándar
1029523,5,Jóvenes Activos Básicos
1029524,2,Inactivos Totales
1029526,8,Emergentes Premium
1029527,5,Jóvenes Activos Básicos
1029528,1,Universitarios Estándar
1029529,1,Universitarios Estándar
1029530,3,Profesionales Dormidos
1029531,1,Universitarios Estándar
1029534,8,Emergentes Premium
1029535,2,Inactivos Totales
1029536,4,Alto Valor Principal
1029537,5,Jóvenes Activos Básicos
1029538,5,Jóvenes Activos Básicos
1029539,3,Profesionales Dormidos
1029540,1,Universitarios Estándar
1029541,8,Emergentes Premium
1029542,2,Inactivos Totales
1029543,1,Universitarios Estándar
1029544,6,Alto Potencial Virgen
1029545,1,Universitarios Estándar
1029546,2,Inactivos Totales
1029547,8,Emergentes Premium
1029548,2,Inactivos Totales
1029549,6,Alto Potencial Virgen
1029550,1,Universitarios Estándar
1029551,1,Universitarios Estándar
1029552,2,Inactivos Totales
1029553,6,Alto Potencial Virgen
1029555,1,Universitarios Estándar
1029557,2,Inactivos Totales
1029559,2,Inactivos Totales
1029560,2,Inactivos Totales
1029561,5,Jóvenes Activos Básicos
1029562,1,Universitarios Estándar
1029563,1,Universitarios Estándar
1029564,2,Inactivos Totales
1029565,1,Universitarios Estándar
1029566,2,Inactivos Totales
1029567,2,Inactivos Totales
1029568,2,Inactivos Totales
1029570,2,Inactivos Totales
1029572,8,Emergentes Premium
1029573,1,Universitarios Estándar
1029574,2,Inactivos Totales
1029575,2,Inactivos Totales
1029576,5,Jóvenes Activos Básicos
1029577,1,Universitarios Estándar
1029578,1,Universitarios Estándar
1029579,2,Inactivos Totales
1029580,8,Emergentes Premium
1029581,2,Inactivos Totales
1029582,3,Profesionales Dormidos
1029583,5,Jóvenes Activos Básicos
1029584,6,Alto Potencial Virgen
1029585,2,Inactivos Totales
1029586,1,Universitarios Estándar
1029587,5,Jóvenes Activos Básicos
1029588,1,Universitarios Estándar
1029589,1,Universitarios Estándar
1029590,5,Jóvenes Activos Básicos
1029591,1,Universitarios Estándar
1029592,1,Universitarios Estándar
1029594,1,Universitarios Estándar
1029595,2,Inactivos Totales
1029596,1,Universitarios Estándar
1029598,8,Emergentes Premium
1029599,1,Universitarios Estándar
1029600,2,Inactivos Totales
1029601,5,Jóvenes Activos Básicos
1029602,3,Profesionales Dormidos
1029603,1,Universitarios Estándar
1029605,6,Alto Potencial Virgen
1029606,5,Jóvenes Activos Básicos
1029607,3,Profesionales Dormidos
1029608,1,Universitarios Estándar
1029609,5,Jóvenes Activos Básicos
1029610,2,Inactivos Totales
1029611,2,Inactivos Totales
1029612,1,Universitarios Estándar
1029614,1,Universitarios Estándar
1029615,2,Inactivos Totales
1029616,2,Inactivos Totales
1029617,1,Universitarios Estándar
1029618,1,Universitarios Estándar
1029619,2,Inactivos Totales
1029621,2,Inactivos Totales
1029622,5,Jóvenes Activos Básicos
1029623,1,Universitarios Estándar
1029624,1,Universitarios Estándar
1029625,3,Profesionales Dormidos
1029626,2,Inactivos Totales
1029627,5,Jóvenes Activos Básicos
1029628,1,Universitarios Estándar
1029629,5,Jóvenes Activos Básicos
1029630,1,Universitarios Estándar
1029631,2,Inactivos Totales
1029632,6,Alto Potencial Virgen
1029633,1,Universitarios Estándar
1029634,1,Universitarios Estándar
1029635,5,Jóvenes Activos Básicos
1029636,2,Inactivos Totales
1029637,1,Universitarios Estándar
1029639,2,Inactivos Totales
1029640,8,Emergentes Premium
1029641,1,Universitarios Estándar
1029642,1,Universitarios Estándar
1029643,4,Alto Valor Principal
1029644,1,Universitarios Estándar
1029645,1,Universitarios Estándar
1029646,5,Jóvenes Activos Básicos
1029647,1,Universitarios Estándar
1029648,1,Universitarios Estándar
1029650,2,Inactivos Totales
1029651,2,Inactivos Totales
1029652,2,Inactivos Totales
1029653,5,Jóvenes Activos Básicos
1029654,2,Inactivos Totales
1029655,1,Universitarios Estándar
1029656,6,Alto Potencial Virgen
1029657,5,Jóvenes Activos Básicos
1029658,7,Valor Medio-Alto
1029661,1,Universitarios Estándar
1029662,1,Universitarios Estándar
1029664,1,Universitarios Estándar
1029665,1,Universitarios Estándar
1029666,1,Universitarios Estándar
1029667,5,Jóvenes Activos Básicos
1029668,2,Inactivos Totales
1029669,6,Alto Potencial Virgen
1029670,5,Jóvenes Activos Básicos
1029671,1,Universitarios Estándar
1029672,1,Universitarios Estándar
1029673,1,Universitarios Estándar
1029674,2,Inactivos Totales
1029675,2,Inactivos Totales
1029677,5,Jóvenes Activos Básicos
1029678,5,Jóvenes Activos Básicos
1029679,1,Universitarios Estándar
1029680,2,Inactivos Totales
1029681,1,Universitarios Estándar
1029682,5,Jóvenes Activos Básicos
1029683,7,Valor Medio-Alto
1029684,1,Universitarios Estándar
1029685,2,Inactivos Totales
1029686,2,Inactivos Totales
1029687,3,Profesionales Dormidos
1029688,1,Universitarios Estándar
1029690,5,Jóvenes Activos Básicos
1029691,2,Inactivos Totales
1029692,5,Jóvenes Activos Básicos
1029693,1,Universitarios Estándar
1029695,5,Jóvenes Activos Básicos
1029696,1,Universitarios Estándar
1029697,1,Universitarios Estándar
1029698,2,Inactivos Totales
1029699,6,Alto Potencial Virgen
1029701,2,Inactivos Totales
1029702,5,Jóvenes Activos Básicos
1029704,5,Jóvenes Activos Básicos
1029705,1,Universitarios Estándar
1029706,7,Valor Medio-Alto
1029707,3,Profesionales Dormidos
1029708,5,Jóvenes Activos Básicos
1029709,2,Inactivos Totales
1029710,1,Universitarios Estándar
1029711,5,Jóvenes Activos Básicos
1029712,1,Universitarios Estándar
1029713,2,Inactivos Totales
1029714,5,Jóvenes Activos Básicos
1029715,1,Universitarios Estándar
1029716,5,Jóvenes Activos Básicos
1029718,1,Universitarios Estándar
1029719,1,Universitarios Estándar
1029720,5,Jóvenes Activos Básicos
1029721,3,Profesionales Dormidos
1029722,2,Inactivos Totales
1029724,1,Universitarios Estándar
1029725,1,Universitarios Estándar
1029727,6,Alto Potencial Virgen
1029728,5,Jóvenes Activos Básicos
1029729,1,Universitarios Estándar
1029730,2,Inactivos Totales
1029731,2,Inactivos Totales
1029732,5,Jóvenes Activos Básicos
1029733,3,Profesionales Dormidos
1029734,1,Universitarios Estándar
1029735,5,Jóvenes Activos Básicos
1029736,5,Jóvenes Activos Básicos
1029737,1,Universitarios Estándar
1029738,1,Universitarios Estándar
1029739,8,Emergentes Premium
1029740,7,Valor Medio-Alto
1029741,1,Universitarios Estándar
1029742,5,Jóvenes Activos Básicos
1029743,2,Inactivos Totales
1029744,2,Inactivos Totales
1029746,2,Inactivos Totales
1029747,1,Universitarios Estándar
1029748,8,Emergentes Premium
1029750,1,Universitarios Estándar
1029751,1,Universitarios Estándar
1029752,5,Jóvenes Activos Básicos
1029753,1,Universitarios Estándar
1029754,2,Inactivos Totales
1029755,1,Universitarios Estándar
1029757,5,Jóvenes Activos Básicos
1029758,6,Alto Potencial Virgen
1029759,2,Inactivos Totales
1029760,5,Jóvenes Activos Básicos
1029761,1,Universitarios Estándar
1029762,2,Inactivos Totales
1029763,1,Universitarios Estándar
1029764,1,Universitarios Estándar
1029765,2,Inactivos Totales
1029766,5,Jóvenes Activos Básicos
1029767,1,Universitarios Estándar
1029768,6,Alto Potencial Virgen
1029770,2,Inactivos Totales
1029771,5,Jóvenes Activos Básicos
1029772,1,Universitarios Estándar
1029773,5,Jóvenes Activos Básicos
1029774,2,Inactivos Totales
1029775,2,Inactivos Totales
1029777,5,Jóvenes Activos Básicos
1029778,6,Alto Potencial Virgen
1029779,7,Valor Medio-Alto
1029780,6,Alto Potencial Virgen
1029781,1,Universitarios Estándar
1029782,2,Inactivos Totales
1029783,5,Jóvenes Activos Básicos
1029786,2,Inactivos Totales
1029787,5,Jóvenes Activos Básicos
1029788,1,Universitarios Estándar
1029789,2,Inactivos Totales
1029790,2,Inactivos Totales
1029791,1,Universitarios Estándar
1029792,8,Emergentes Premium
1029793,3,Profesionales Dormidos
1029794,2,Inactivos Totales
1029795,7,Valor Medio-Alto
1029796,1,Universitarios Estándar
1029797,3,Profesionales Dormidos
1029798,5,Jóvenes Activos Básicos
1029799,2,Inactivos Totales
1029800,1,Universitarios Estándar
1029801,5,Jóvenes Activos Básicos
1029802,2,Inactivos Totales
1029803,1,Universitarios Estándar
1029804,1,Universitarios Estándar
1029805,1,Universitarios Estándar
1029806,3,Profesionales Dormidos
1029807,8,Emergentes Premium
1029808,1,Universitarios Estándar
1029809,1,Universitarios Estándar
1029810,2,Inactivos Totales
1029812,2,Inactivos Totales
1029813,1,Universitarios Estándar
1029814,1,Universitarios Estándar
1029815,8,Emergentes Premium
1029816,2,Inactivos Totales
1029817,2,Inactivos Totales
1029818,2,Inactivos Totales
1029819,1,Universitarios Estándar
1029820,8,Emergentes Premium
1029821,2,Inactivos Totales
1029822,1,Universitarios Estándar
1029823,2,Inactivos Totales
1029824,2,Inactivos Totales
1029825,2,Inactivos Totales
1029826,8,Emergentes Premium
1029827,1,Universitarios Estándar
1029828,6,Alto Potencial Virgen
1029829,2,Inactivos Totales
1029830,2,Inactivos Totales
1029831,2,Inactivos Totales
1029832,8,Emergentes Premium
1029833,2,Inactivos Totales
1029834,2,Inactivos Totales
1029835,2,Inactivos Totales
1029836,1,Universitarios Estándar
1029837,8,Emergentes Premium
1029838,1,Universitarios Estándar
1029839,3,Profesionales Dormidos
1029840,8,Emergentes Premium
1029841,8,Emergentes Premium
1029842,2,Inactivos Totales
1029843,2,Inactivos Totales
1029844,2,Inactivos Totales
1029845,8,Emergentes Premium
1029846,1,Universitarios Estándar
1029847,8,Emergentes Premium
1029848,1,Universitarios Estándar
1029849,2,Inactivos Totales
1029850,2,Inactivos Totales
1029851,2,Inactivos Totales
1029852,1,Universitarios Estándar
1029853,8,Emergentes Premium
1029854,2,Inactivos Totales
1029856,8,Emergentes Premium
1029858,1,Universitarios Estándar
1029859,8,Emergentes Premium
1029860,5,Jóvenes Activos Básicos
1029861,2,Inactivos Totales
1029862,8,Emergentes Premium
1029863,8,Emergentes Premium
1029864,1,Universitarios Estándar
1029865,1,Universitarios Estándar
1029866,1,Universitarios Estándar
1029867,2,Inactivos Totales
1029868,2,Inactivos Totales
1029869,2,Inactivos Totales
1029870,8,Emergentes Premium
1029871,2,Inactivos Totales
1029872,2,Inactivos Totales
1029873,5,Jóvenes Activos Básicos
1029874,1,Universitarios Estándar
1029875,8,Emergentes Premium
1029876,2,Inactivos Totales
1029877,3,Profesionales Dormidos
1029878,1,Universitarios Estándar
1029880,2,Inactivos Totales
1029881,1,Universitarios Estándar
1029882,8,Emergentes Premium
1029883,1,Universitarios Estándar
1029884,8,Emergentes Premium
1029885,8,Emergentes Premium
1029886,1,Universitarios Estándar
1029887,2,Inactivos Totales
1029888,5,Jóvenes Activos Básicos
1029889,1,Universitarios Estándar
1029890,1,Universitarios Estándar
1029891,8,Emergentes Premium
1029892,2,Inactivos Totales
1029893,1,Universitarios Estándar
1029894,2,Inactivos Totales
1029895,6,Alto Potencial Virgen
1029896,2,Inactivos Totales
1029897,8,Emergentes Premium
1029898,3,Profesionales Dormidos
1029899,8,Emergentes Premium
1029900,1,Universitarios Estándar
1029901,1,Universitarios Estándar
1029902,2,Inactivos Totales
1029903,1,Universitarios Estándar
1029904,1,Universitarios Estándar
1029905,4,Alto Valor Principal
1029906,3,Profesionales Dormidos
1029907,8,Emergentes Premium
1029909,1,Universitarios Estándar
1029910,5,Jóvenes Activos Básicos
1029911,2,Inactivos Totales
1029912,8,Emergentes Premium
1029913,2,Inactivos Totales
1029914,6,Alto Potencial Virgen
1029915,8,Emergentes Premium
1029916,2,Inactivos Totales
1029917,1,Universitarios Estándar
1029919,2,Inactivos Totales
1029920,5,Jóvenes Activos Básicos
1029921,1,Universitarios Estándar
1029922,2,Inactivos Totales
1029923,1,Universitarios Estándar
1029924,8,Emergentes Premium
1029925,2,Inactivos Totales
1029926,1,Universitarios Estándar
1029927,2,Inactivos Totales
1029928,2,Inactivos Totales
1029929,1,Universitarios Estándar
1029930,6,Alto Potencial Virgen
1029931,2,Inactivos Totales
1029932,1,Universitarios Estándar
1029933,2,Inactivos Totales
1029934,2,Inactivos Totales
1029935,1,Universitarios Estándar
1029936,8,Emergentes Premium
1029937,2,Inactivos Totales
1029938,2,Inactivos Totales
1029940,2,Inactivos Totales
1029941,8,Emergentes Premium
1029943,2,Inactivos Totales
1029944,6,Alto Potencial Virgen
1029945,3,Profesionales Dormidos
1029946,4,Alto Valor Principal
1029948,4,Alto Valor Principal
1029949,3,Profesionales Dormidos
1029950,4,Alto Valor Principal
1029955,3,Profesionales Dormidos
1029956,4,Alto Valor Principal
1029957,3,Profesionales Dormidos
1029958,8,Emergentes Premium
1029960,8,Emergentes Premium
1029964,4,Alto Valor Principal
1029966,3,Profesionales Dormidos
1029967,3,Profesionales Dormidos
1029969,8,Emergentes Premium
1029971,4,Alto Valor Principal
1029972,3,Profesionales Dormidos
1029973,3,Profesionales Dormidos
1029974,3,Profesionales Dormidos
1029975,3,Profesionales Dormidos
1029976,4,Alto Valor Principal
1029977,7,Valor Medio-Alto
1029978,7,Valor Medio-Alto
1029979,4,Alto Valor Principal
1029980,7,Valor Medio-Alto
1029982,4,Alto Valor Principal
1029984,3,Profesionales Dormidos
1029987,4,Alto Valor Principal
1029988,3,Profesionales Dormidos
1029989,4,Alto Valor Principal
1029990,7,Valor Medio-Alto
1029991,4,Alto Valor Principal
1029993,3,Profesionales Dormidos
1029995,3,Profesionales Dormidos
1029999,7,Valor Medio-Alto
1030000,7,Valor Medio-Alto
1030001,7,Valor Medio-Alto
1030003,4,Alto Valor Principal
1030004,4,Alto Valor Principal
1030005,7,Valor Medio-Alto
1030006,7,Valor Medio-Alto
1030008,4,Alto Valor Principal
1030010,4,Alto Valor Principal
1030011,4,Alto Valor Principal
1030012,8,Emergentes Premium
1030013,2,Inactivos Totales
1030016,7,Valor Medio-Alto
1030017,4,Alto Valor Principal
1030018,3,Profesionales Dormidos
1030022,5,Jóvenes Activos Básicos
1030024,3,Profesionales Dormidos
1030025,8,Emergentes Premium
1030026,4,Alto Valor Principal
1030027,7,Valor Medio-Alto
1030029,7,Valor Medio-Alto
1030030,3,Profesionales Dormidos
1030031,3,Profesionales Dormidos
1030033,4,Alto Valor Principal
1030034,7,Valor Medio-Alto
1030035,7,Valor Medio-Alto
1030036,7,Valor Medio-Alto
1030038,4,Alto Valor Principal
1030040,3,Profesionales Dormidos
1030041,3,Profesionales Dormidos
1030042,3,Profesionales Dormidos
1030046,4,Alto Valor Principal
1030047,3,Profesionales Dormidos
1030048,3,Profesionales Dormidos
1030050,3,Profesionales Dormidos
1030052,3,Profesionales Dormidos
1030053,4,Alto Valor Principal
1030055,8,Emergentes Premium
1030056,3,Profesionales Dormidos
1030058,7,Valor Medio-Alto
1030059,7,Valor Medio-Alto
1030061,7,Valor Medio-Alto
1030062,4,Alto Valor Principal
1030063,4,Alto Valor Principal
1030064,5,Jóvenes Activos Básicos
1030065,2,Inactivos Totales
1030066,2,Inactivos Totales
1030067,2,Inactivos Totales
1030068,2,Inactivos Totales
1030069,8,Emergentes Premium
1030071,1,Universitarios Estándar
1030072,2,Inactivos Totales
1030073,2,Inactivos Totales
1030074,1,Universitarios Estándar
1030075,8,Emergentes Premium
1030076,3,Profesionales Dormidos
1030077,8,Emergentes Premium
1030078,2,Inactivos Totales
1030079,2,Inactivos Totales
1030080,8,Emergentes Premium
1030081,2,Inactivos Totales
1030082,8,Emergentes Premium
1030084,8,Emergentes Premium
1030086,2,Inactivos Totales
1030087,2,Inactivos Totales
1030088,1,Universitarios Estándar
1030090,1,Universitarios Estándar
1030091,6,Alto Potencial Virgen
1030092,8,Emergentes Premium
1030093,2,Inactivos Totales
1030094,2,Inactivos Totales
1030095,8,Emergentes Premium
1030096,1,Universitarios Estándar
1030097,2,Inactivos Totales
1030098,2,Inactivos Totales
1030099,1,Universitarios Estándar
1030100,5,Jóvenes Activos Básicos
1030101,2,Inactivos Totales
1030102,2,Inactivos Totales
1030103,2,Inactivos Totales
1030104,8,Emergentes Premium
1030105,2,Inactivos Totales
1030106,8,Emergentes Premium
1030107,2,Inactivos Totales
1030108,2,Inactivos Totales
1030109,2,Inactivos Totales
1030110,5,Jóvenes Activos Básicos
1030111,2,Inactivos Totales
1030112,2,Inactivos Totales
1030113,2,Inactivos Totales
1030114,1,Universitarios Estándar
1030115,2,Inactivos Totales
1030116,2,Inactivos Totales
1030117,5,Jóvenes Activos Básicos
1030118,8,Emergentes Premium
1030120,2,Inactivos Totales
1030121,2,Inactivos Totales
1030122,2,Inactivos Totales
1030123,5,Jóvenes Activos Básicos
1030124,1,Universitarios Estándar
1030125,2,Inactivos Totales
1030126,2,Inactivos Totales
1030127,5,Jóvenes Activos Básicos
1030128,5,Jóvenes Activos Básicos
1030129,2,Inactivos Totales
1030130,2,Inactivos Totales
1030131,8,Emergentes Premium
1030132,1,Universitarios Estándar
1030133,2,Inactivos Totales
1030135,5,Jóvenes Activos Básicos
1030136,2,Inactivos Totales
1030137,2,Inactivos Totales
1030138,5,Jóvenes Activos Básicos
1030139,2,Inactivos Totales
1030140,2,Inactivos Totales
1030141,5,Jóvenes Activos Básicos
1030142,2,Inactivos Totales
1030143,6,Alto Potencial Virgen
1030144,1,Universitarios Estándar
1030146,6,Alto Potencial Virgen
1030148,5,Jóvenes Activos Básicos
1030149,5,Jóvenes Activos Básicos
1030151,2,Inactivos Totales
1030152,3,Profesionales Dormidos
1030153,2,Inactivos Totales
1030155,2,Inactivos Totales
1030156,8,Emergentes Premium
1030157,2,Inactivos Totales
1030158,1,Universitarios Estándar
1030159,5,Jóvenes Activos Básicos
1030160,2,Inactivos Totales
1030161,2,Inactivos Totales
1030162,2,Inactivos Totales
1030163,8,Emergentes Premium
1030165,1,Universitarios Estándar
1030166,2,Inactivos Totales
1030167,2,Inactivos Totales
1030168,8,Emergentes Premium
1030170,8,Emergentes Premium
1030171,5,Jóvenes Activos Básicos
1030172,2,Inactivos Totales
1030173,2,Inactivos Totales
1030174,5,Jóvenes Activos Básicos
1030175,5,Jóvenes Activos Básicos
1030177,2,Inactivos Totales
1030179,8,Emergentes Premium
1030181,2,Inactivos Totales
1030182,1,Universitarios Estándar
1030183,2,Inactivos Totales
1030184,5,Jóvenes Activos Básicos
1030185,8,Emergentes Premium
1030186,1,Universitarios Estándar
1030187,2,Inactivos Totales
1030188,1,Universitarios Estándar
1030190,2,Inactivos Totales
1030193,2,Inactivos Totales
1030194,8,Emergentes Premium
1030195,2,Inactivos Totales
1030197,5,Jóvenes Activos Básicos
1030199,3,Profesionales Dormidos
1030201,5,Jóvenes Activos Básicos
1030203,4,Alto Valor Principal
1030204,1,Universitarios Estándar
1030205,1,Universitarios Estándar
1030206,5,Jóvenes Activos Básicos
1030207,1,Universitarios Estándar
1030208,2,Inactivos Totales
1030209,1,Universitarios Estándar
1030210,2,Inactivos Totales
1030211,8,Emergentes Premium
1030213,2,Inactivos Totales
1030214,1,Universitarios Estándar
1030215,5,Jóvenes Activos Básicos
1030216,1,Universitarios Estándar
1030217,2,Inactivos Totales
1030218,2,Inactivos Totales
1030219,1,Universitarios Estándar
1030220,5,Jóvenes Activos Básicos
1030221,2,Inactivos Totales
1030222,2,Inactivos Totales
1030223,2,Inactivos Totales
1030224,1,Universitarios Estándar
1030225,5,Jóvenes Activos Básicos
1030226,2,Inactivos Totales
1030227,5,Jóvenes Activos Básicos
1030229,1,Universitarios Estándar
1030231,1,Universitarios Estándar
1030232,2,Inactivos Totales
1030233,1,Universitarios Estándar
1030234,5,Jóvenes Activos Básicos
1030235,1,Universitarios Estándar
1030236,1,Universitarios Estándar
1030237,2,Inactivos Totales
1030238,5,Jóvenes Activos Básicos
1030239,2,Inactivos Totales
1030240,2,Inactivos Totales
1030241,1,Universitarios Estándar
1030242,8,Emergentes Premium
1030243,2,Inactivos Totales
1030245,1,Universitarios Estándar
1030246,8,Emergentes Premium
1030247,2,Inactivos Totales
1030248,1,Universitarios Estándar
1030249,1,Universitarios Estándar
1030250,1,Universitarios Estándar
1030251,8,Emergentes Premium
1030252,6,Alto Potencial Virgen
1030253,8,Emergentes Premium
1030254,2,Inactivos Totales
1030257,1,Universitarios Estándar
1030258,2,Inactivos Totales
1030259,5,Jóvenes Activos Básicos
1030261,8,Emergentes Premium
1030262,2,Inactivos Totales
1030264,2,Inactivos Totales
1030265,2,Inactivos Totales
1030266,2,Inactivos Totales
1030267,2,Inactivos Totales
1030268,1,Universitarios Estándar
1030269,1,Universitarios Estándar
1030270,5,Jóvenes Activos Básicos
1030272,2,Inactivos Totales
1030273,2,Inactivos Totales
1030274,1,Universitarios Estándar
1030275,5,Jóvenes Activos Básicos
1030276,1,Universitarios Estándar
1030277,2,Inactivos Totales
1030278,1,Universitarios Estándar
1030279,2,Inactivos Totales
1030280,1,Universitarios Estándar
1030281,5,Jóvenes Activos Básicos
1030282,6,Alto Potencial Virgen
1030285,1,Universitarios Estándar
1030286,8,Emergentes Premium
1030288,2,Inactivos Totales
1030289,2,Inactivos Totales
1030290,2,Inactivos Totales
1030291,5,Jóvenes Activos Básicos
1030292,8,Emergentes Premium
1030294,1,Universitarios Estándar
1030295,2,Inactivos Totales
1030296,5,Jóvenes Activos Básicos
1030297,8,Emergentes Premium
1030298,2,Inactivos Totales
1030299,2,Inactivos Totales
1030300,2,Inactivos Totales
1030301,1,Universitarios Estándar
1030303,8,Emergentes Premium
1030305,5,Jóvenes Activos Básicos
1030306,1,Universitarios Estándar
1030307,2,Inactivos Totales
1030308,1,Universitarios Estándar
1030309,7,Valor Medio-Alto
1030310,1,Universitarios Estándar
1030311,1,Universitarios Estándar
1030312,2,Inactivos Totales
1030313,2,Inactivos Totales
1030314,8,Emergentes Premium
1030315,1,Universitarios Estándar
1030317,2,Inactivos Totales
1030319,7,Valor Medio-Alto
1030320,5,Jóvenes Activos Básicos
1030321,8,Emergentes Premium
1030323,6,Alto Potencial Virgen
1030324,5,Jóvenes Activos Básicos
1030325,2,Inactivos Totales
1030326,2,Inactivos Totales
1030327,1,Universitarios Estándar
1030328,8,Emergentes Premium
1030330,1,Universitarios Estándar
1030331,7,Valor Medio-Alto
1030332,2,Inactivos Totales
1030333,8,Emergentes Premium
1030335,4,Alto Valor Principal
1030337,1,Universitarios Estándar
1030338,5,Jóvenes Activos Básicos
1030339,2,Inactivos Totales
1030340,1,Universitarios Estándar
1030341,8,Emergentes Premium
1030342,1,Universitarios Estándar
1030343,2,Inactivos Totales
1030344,1,Universitarios Estándar
1030345,2,Inactivos Totales
1030346,8,Emergentes Premium
1030347,1,Universitarios Estándar
1030348,1,Universitarios Estándar
1030349,1,Universitarios Estándar
1030350,8,Emergentes Premium
1030351,1,Universitarios Estándar
1030352,1,Universitarios Estándar
1030353,2,Inactivos Totales
1030354,2,Inactivos Totales
1030355,2,Inactivos Totales
1030356,2,Inactivos Totales
1030357,1,Universitarios Estándar
1030358,2,Inactivos Totales
1030359,5,Jóvenes Activos Básicos
1030360,8,Emergentes Premium
1030361,2,Inactivos Totales
1030362,2,Inactivos Totales
1030363,2,Inactivos Totales
1030364,2,Inactivos Totales
1030365,5,Jóvenes Activos Básicos
1030366,2,Inactivos Totales
1030367,1,Universitarios Estándar
1030371,2,Inactivos Totales
1030373,3,Profesionales Dormidos
1030374,1,Universitarios Estándar
1030375,5,Jóvenes Activos Básicos
1030376,6,Alto Potencial Virgen
1030377,5,Jóvenes Activos Básicos
1030378,2,Inactivos Totales
1030379,2,Inactivos Totales
1030380,2,Inactivos Totales
1030381,2,Inactivos Totales
1030382,2,Inactivos Totales
1030383,5,Jóvenes Activos Básicos
1030384,2,Inactivos Totales
1030385,2,Inactivos Totales
1030386,2,Inactivos Totales
1030387,2,Inactivos Totales
1030388,1,Universitarios Estándar
1030389,5,Jóvenes Activos Básicos
1030390,2,Inactivos Totales
1030391,2,Inactivos Totales
1030392,8,Emergentes Premium
1030393,1,Universitarios Estándar
1030394,1,Universitarios Estándar
1030395,2,Inactivos Totales
1030396,2,Inactivos Totales
1030397,2,Inactivos Totales
1030398,1,Universitarios Estándar
1030399,8,Emergentes Premium
1030400,8,Emergentes Premium
1030401,2,Inactivos Totales
1030402,8,Emergentes Premium
1030403,8,Emergentes Premium
1030404,2,Inactivos Totales
1030405,2,Inactivos Totales
1030406,1,Universitarios Estándar
1030407,1,Universitarios Estándar
1030408,2,Inactivos Totales
1030410,1,Universitarios Estándar
1030411,8,Emergentes Premium
1030412,2,Inactivos Totales
1030413,2,Inactivos Totales
1030414,1,Universitarios Estándar
1030415,1,Universitarios Estándar
1030416,2,Inactivos Totales
1030417,3,Profesionales Dormidos
1030418,2,Inactivos Totales
1030419,2,Inactivos Totales
1030420,2,Inactivos Totales
1030421,2,Inactivos Totales
1030422,2,Inactivos Totales
1030423,2,Inactivos Totales
1030424,8,Emergentes Premium
1030425,2,Inactivos Totales
1030426,8,Emergentes Premium
1030427,2,Inactivos Totales
1030428,1,Universitarios Estándar
1030429,2,Inactivos Totales
