pk_cid,cluster,cluster_name,propensity_investment
1532620,7,Valor Medio-Alto,0.99824286
1533505,7,Valor Medio-Alto,0.9981053
1542212,7,Valor Medio-Alto,0.99808264
1539830,7,Valor Medio-Alto,0.99773407
1538921,7,Valor Medio-Alto,0.9975968
1533262,7,Valor Medio-Alto,0.99758697
1532054,7,Valor Medio-Alto,0.9975746
1535384,7,Valor Medio-Alto,0.9974821
1547293,7,Valor Medio-Alto,0.9974375
1535304,7,Valor Medio-Alto,0.9973507
1537741,7,Valor Medio-Alto,0.9973304
1542086,7,Valor Medio-Alto,0.997214
1529130,7,Valor Medio-Alto,0.99707747
1540499,7,Valor Medio-Alto,0.99702185
1546861,7,Valor Medio-Alto,0.9969501
1542758,7,Valor Medio-Alto,0.9966612
1546241,7,Valor Medio-Alto,0.9966354
1001500,7,Valor Medio-Alto,0.99663275
1537179,7,Valor Medio-Alto,0.9965772
1545759,7,Valor Medio-Alto,0.99651235
1533941,7,Valor Medio-Alto,0.99638927
1548064,7,Valor Medio-Alto,0.99638915
1532538,7,Valor Medio-Alto,0.99629825
1533062,7,Valor Medio-Alto,0.996298
1526731,7,Valor Medio-Alto,0.9961349
1545970,7,Valor Medio-Alto,0.9959521
1530393,7,Valor Medio-Alto,0.9959144
1548149,7,Valor Medio-Alto,0.99588555
1527004,7,Valor Medio-Alto,0.99577004
1529500,7,Valor Medio-Alto,0.9956934
1545933,7,Valor Medio-Alto,0.9956921
1537635,7,Valor Medio-Alto,0.99551445
1538062,7,Valor Medio-Alto,0.99549884
751966,7,Valor Medio-Alto,0.9954926
1543741,7,Valor Medio-Alto,0.99547464
1539835,7,Valor Medio-Alto,0.9954684
1382326,7,Valor Medio-Alto,0.9953034
1546881,7,Valor Medio-Alto,0.9951383
1540639,7,Valor Medio-Alto,0.9951108
1544175,7,Valor Medio-Alto,0.99506855
1547034,7,Valor Medio-Alto,0.99502856
1533652,7,Valor Medio-Alto,0.994995
1531628,7,Valor Medio-Alto,0.9947017
1544783,7,Valor Medio-Alto,0.9946485
1544996,7,Valor Medio-Alto,0.994547
1543011,7,Valor Medio-Alto,0.9944939
526178,7,Valor Medio-Alto,0.9944523
1520833,7,Valor Medio-Alto,0.9944338
1522990,7,Valor Medio-Alto,0.9943909
1546358,7,Valor Medio-Alto,0.99438804
1523647,7,Valor Medio-Alto,0.9941467
1537014,7,Valor Medio-Alto,0.99394846
1530294,7,Valor Medio-Alto,0.9937569
1532866,7,Valor Medio-Alto,0.9937017
1535394,7,Valor Medio-Alto,0.9937004
1539420,7,Valor Medio-Alto,0.9936526
1534597,7,Valor Medio-Alto,0.99354386
1546418,7,Valor Medio-Alto,0.99350774
858409,7,Valor Medio-Alto,0.99347913
1538935,7,Valor Medio-Alto,0.9934582
1526690,7,Valor Medio-Alto,0.99345666
823625,7,Valor Medio-Alto,0.9934522
1548217,7,Valor Medio-Alto,0.9934349
1543209,7,Valor Medio-Alto,0.9929543
1530563,7,Valor Medio-Alto,0.99274206
1529387,7,Valor Medio-Alto,0.9926472
1536351,7,Valor Medio-Alto,0.992566
1546841,7,Valor Medio-Alto,0.9925563
1543477,7,Valor Medio-Alto,0.99252146
1533854,7,Valor Medio-Alto,0.99241924
1544204,7,Valor Medio-Alto,0.9923431
1542020,7,Valor Medio-Alto,0.99219066
1543353,7,Valor Medio-Alto,0.9921051
1541560,7,Valor Medio-Alto,0.99201703
1534700,7,Valor Medio-Alto,0.9918731
1546887,7,Valor Medio-Alto,0.991865
1014969,7,Valor Medio-Alto,0.9918325
1534638,7,Valor Medio-Alto,0.9918092
1543811,7,Valor Medio-Alto,0.99169135
1548150,7,Valor Medio-Alto,0.9916854
1547954,7,Valor Medio-Alto,0.99163276
1548156,7,Valor Medio-Alto,0.99163276
1543204,7,Valor Medio-Alto,0.9915822
1543709,7,Valor Medio-Alto,0.9914888
1526321,7,Valor Medio-Alto,0.9914323
1537928,7,Valor Medio-Alto,0.99132687
1547197,7,Valor Medio-Alto,0.99130213
1548058,7,Valor Medio-Alto,0.9912435
1547209,7,Valor Medio-Alto,0.9912423
1545431,7,Valor Medio-Alto,0.99123466
1546062,7,Valor Medio-Alto,0.9910958
1538768,8,Emergentes Premium,0.9998771
860425,8,Emergentes Premium,0.99986994
1538241,8,Emergentes Premium,0.99985445
727759,8,Emergentes Premium,0.99985445
1532610,8,Emergentes Premium,0.9998078
1541991,8,Emergentes Premium,0.9997434
313527,8,Emergentes Premium,0.9997105
1539663,8,Emergentes Premium,0.9996946
1538554,8,Emergentes Premium,0.9996866
1541628,8,Emergentes Premium,0.9996737
133490,8,Emergentes Premium,0.99961275
1543411,8,Emergentes Premium,0.9996031
1530308,8,Emergentes Premium,0.99960166
1534807,8,Emergentes Premium,0.9995901
1531008,8,Emergentes Premium,0.9995739
420310,8,Emergentes Premium,0.9995715
1534086,8,Emergentes Premium,0.99956065
1535253,8,Emergentes Premium,0.99952996
1515285,8,Emergentes Premium,0.99950814
1535541,8,Emergentes Premium,0.99950147
1529332,8,Emergentes Premium,0.99950063
1531884,8,Emergentes Premium,0.9994999
1541248,8,Emergentes Premium,0.9994892
1546470,8,Emergentes Premium,0.999468
1534238,8,Emergentes Premium,0.9994641
1248026,8,Emergentes Premium,0.9993992
1542843,8,Emergentes Premium,0.9993536
1545951,8,Emergentes Premium,0.9993536
1547993,8,Emergentes Premium,0.9993481
338186,8,Emergentes Premium,0.9993481
1538527,8,Emergentes Premium,0.99934393
1528982,8,Emergentes Premium,0.999323
1530544,8,Emergentes Premium,0.99931157
1532532,8,Emergentes Premium,0.9993087
1537786,8,Emergentes Premium,0.99926907
1534345,8,Emergentes Premium,0.99923897
1534797,8,Emergentes Premium,0.99923706
1540317,8,Emergentes Premium,0.9991757
1537059,8,Emergentes Premium,0.9991691
1545976,8,Emergentes Premium,0.9991592
44378,8,Emergentes Premium,0.9991592
1538581,8,Emergentes Premium,0.99911445
1533684,8,Emergentes Premium,0.9991068
1530321,8,Emergentes Premium,0.9990978
1534681,8,Emergentes Premium,0.99907887
1533612,8,Emergentes Premium,0.99900395
1544153,8,Emergentes Premium,0.99898475
1530098,8,Emergentes Premium,0.9989743
1546244,8,Emergentes Premium,0.9989556
1529549,8,Emergentes Premium,0.99893993
1536768,8,Emergentes Premium,0.99893564
1530156,8,Emergentes Premium,0.9989128
1532327,8,Emergentes Premium,0.9989126
1531540,8,Emergentes Premium,0.99885297
1537028,8,Emergentes Premium,0.99882835
1537689,8,Emergentes Premium,0.99882835
1552635,8,Emergentes Premium,0.9988153
18146,8,Emergentes Premium,0.99881184
1529783,8,Emergentes Premium,0.9988117
1503740,8,Emergentes Premium,0.9988084
720560,8,Emergentes Premium,0.9987953
1544384,8,Emergentes Premium,0.9987872
1547475,8,Emergentes Premium,0.9987612
1540838,8,Emergentes Premium,0.9987436
1538343,8,Emergentes Premium,0.9987362
1531552,8,Emergentes Premium,0.99871635
372943,8,Emergentes Premium,0.9986771
1537245,8,Emergentes Premium,0.9986689
1538336,8,Emergentes Premium,0.9986632
1531815,8,Emergentes Premium,0.99866223
1539945,8,Emergentes Premium,0.99865973
1539077,8,Emergentes Premium,0.9986499
1530409,8,Emergentes Premium,0.9986314
1530991,8,Emergentes Premium,0.9986314
1531602,8,Emergentes Premium,0.9986197
1544948,8,Emergentes Premium,0.9985959
1514201,8,Emergentes Premium,0.9985877
414355,8,Emergentes Premium,0.9985764
823257,8,Emergentes Premium,0.99857426
1539052,8,Emergentes Premium,0.9985524
1531426,8,Emergentes Premium,0.99853194
1548405,8,Emergentes Premium,0.99851733
1537449,8,Emergentes Premium,0.99850297
1538755,8,Emergentes Premium,0.99850297
1256429,8,Emergentes Premium,0.9984518
1533217,8,Emergentes Premium,0.9984341
1530368,8,Emergentes Premium,0.99842334
827590,8,Emergentes Premium,0.99841833
1543636,8,Emergentes Premium,0.99841523
1536009,8,Emergentes Premium,0.99840635
1529805,8,Emergentes Premium,0.9983942
1533640,8,Emergentes Premium,0.99839044
1532852,8,Emergentes Premium,0.9983897
445965,8,Emergentes Premium,0.9983866
1542061,8,Emergentes Premium,0.9983779
1513579,8,Emergentes Premium,0.99835736
1549819,8,Emergentes Premium,0.9983553
1532377,8,Emergentes Premium,0.9983512
1544135,8,Emergentes Premium,0.99832827
647775,8,Emergentes Premium,0.99832743
