pk_cid,cluster,cluster_name
1082089,1,Jóvenes Exploradores
1082090,6,Alto Potencial Virgen
1082091,1,Jóvenes Exploradores
1082092,1,Jóvenes Exploradores
1082093,3,Activos Multi-producto
1082094,1,Jóvenes Exploradores
1082095,3,Activos Multi-producto
1082096,1,Jóvenes Exploradores
1082097,1,Jóvenes Exploradores
1082098,1,Jóvenes Exploradores
1082099,4,Universitarios Estándar
1082100,3,Activos Multi-producto
1082101,1,Jóvenes Exploradores
1082102,1,Jóvenes Exploradores
1082103,4,Universitarios Estándar
1082104,3,Activos Multi-producto
1082105,1,Jóvenes Exploradores
1082106,1,Jóvenes Exploradores
1082107,3,Activos Multi-producto
1082108,1,Jóvenes Exploradores
1082109,3,Activos Multi-producto
1082110,1,Jóvenes Exploradores
1082111,4,Universitarios Estándar
1082112,3,Activos Multi-producto
1082113,1,Jóvenes Exploradores
1082114,3,Activos Multi-producto
1082115,5,Particulares Activos
1082116,4,Universitarios Estándar
1082117,4,Universitarios Estándar
1082118,3,Activos Multi-producto
1082119,3,Activos Multi-producto
1082120,3,Activos Multi-producto
1082121,3,Activos Multi-producto
1082123,2,Profesionales Dormidos
1082124,1,Jóvenes Exploradores
1082125,1,Jóvenes Exploradores
1082127,1,Jóvenes Exploradores
1082128,4,Universitarios Estándar
1082129,3,Activos Multi-producto
1082130,3,Activos Multi-producto
1082131,1,Jóvenes Exploradores
1082135,3,Activos Multi-producto
1082136,2,Profesionales Dormidos
1082138,2,Profesionales Dormidos
1082139,2,Profesionales Dormidos
1082141,4,Universitarios Estándar
1082142,3,Activos Multi-producto
1082143,1,Jóvenes Exploradores
1082144,1,Jóvenes Exploradores
1082145,1,Jóvenes Exploradores
1082146,1,Jóvenes Exploradores
1082147,1,Jóvenes Exploradores
1082148,1,Jóvenes Exploradores
1082149,6,Alto Potencial Virgen
1082150,1,Jóvenes Exploradores
1082151,1,Jóvenes Exploradores
1082152,1,Jóvenes Exploradores
1082153,3,Activos Multi-producto
1082154,3,Activos Multi-producto
1082155,2,Profesionales Dormidos
1082156,3,Activos Multi-producto
1082157,1,Jóvenes Exploradores
1082158,1,Jóvenes Exploradores
1082159,6,Alto Potencial Virgen
1082160,4,Universitarios Estándar
1082161,1,Jóvenes Exploradores
1082162,1,Jóvenes Exploradores
1082163,3,Activos Multi-producto
1082164,3,Activos Multi-producto
1082165,2,Profesionales Dormidos
1082166,2,Profesionales Dormidos
1082167,4,Universitarios Estándar
1082168,4,Universitarios Estándar
1082169,3,Activos Multi-producto
1082170,4,Universitarios Estándar
1082171,1,Jóvenes Exploradores
1082172,1,Jóvenes Exploradores
1082174,3,Activos Multi-producto
1082175,3,Activos Multi-producto
1082176,2,Profesionales Dormidos
1082177,1,Jóvenes Exploradores
1082178,4,Universitarios Estándar
1082179,2,Profesionales Dormidos
1082180,1,Jóvenes Exploradores
1082181,1,Jóvenes Exploradores
1082182,4,Universitarios Estándar
1082183,3,Activos Multi-producto
1082184,3,Activos Multi-producto
1082185,1,Jóvenes Exploradores
1082186,1,Jóvenes Exploradores
1082187,1,Jóvenes Exploradores
1082188,1,Jóvenes Exploradores
1082189,2,Profesionales Dormidos
1082190,1,Jóvenes Exploradores
1082191,1,Jóvenes Exploradores
1082192,5,Particulares Activos
1082193,3,Activos Multi-producto
1082194,1,Jóvenes Exploradores
1082195,3,Activos Multi-producto
1082196,3,Activos Multi-producto
1082197,3,Activos Multi-producto
1082198,1,Jóvenes Exploradores
1082199,3,Activos Multi-producto
1082202,3,Activos Multi-producto
1082203,3,Activos Multi-producto
1082204,3,Activos Multi-producto
1082206,1,Jóvenes Exploradores
1082207,1,Jóvenes Exploradores
1082209,3,Activos Multi-producto
1082210,1,Jóvenes Exploradores
1082211,3,Activos Multi-producto
1082212,3,Activos Multi-producto
1082213,1,Jóvenes Exploradores
1082214,1,Jóvenes Exploradores
1082215,4,Universitarios Estándar
1082216,3,Activos Multi-producto
1082217,1,Jóvenes Exploradores
1082218,1,Jóvenes Exploradores
1082219,3,Activos Multi-producto
1082220,1,Jóvenes Exploradores
1082221,3,Activos Multi-producto
1082222,3,Activos Multi-producto
1082223,1,Jóvenes Exploradores
1082224,5,Particulares Activos
1082225,1,Jóvenes Exploradores
1082226,1,Jóvenes Exploradores
1082228,3,Activos Multi-producto
1082229,1,Jóvenes Exploradores
1082230,3,Activos Multi-producto
1082231,3,Activos Multi-producto
1082232,1,Jóvenes Exploradores
1082233,3,Activos Multi-producto
1082234,3,Activos Multi-producto
1082235,4,Universitarios Estándar
1082237,1,Jóvenes Exploradores
1082238,3,Activos Multi-producto
1082239,3,Activos Multi-producto
1082240,4,Universitarios Estándar
1082241,3,Activos Multi-producto
1082243,1,Jóvenes Exploradores
1082244,3,Activos Multi-producto
1082245,4,Universitarios Estándar
1082246,1,Jóvenes Exploradores
1082247,3,Activos Multi-producto
1082248,1,Jóvenes Exploradores
1082249,3,Activos Multi-producto
1082250,1,Jóvenes Exploradores
1082251,1,Jóvenes Exploradores
1082252,1,Jóvenes Exploradores
1082253,3,Activos Multi-producto
1082256,3,Activos Multi-producto
1082257,3,Activos Multi-producto
1082258,3,Activos Multi-producto
1082259,1,Jóvenes Exploradores
1082260,1,Jóvenes Exploradores
1082261,1,Jóvenes Exploradores
1082262,3,Activos Multi-producto
1082263,3,Activos Multi-producto
1082264,4,Universitarios Estándar
1082266,3,Activos Multi-producto
1082267,1,Jóvenes Exploradores
1082268,3,Activos Multi-producto
1082269,3,Activos Multi-producto
1082270,3,Activos Multi-producto
1082271,3,Activos Multi-producto
1082273,3,Activos Multi-producto
1082274,1,Jóvenes Exploradores
1082275,2,Profesionales Dormidos
1082276,1,Jóvenes Exploradores
1082277,3,Activos Multi-producto
1082278,3,Activos Multi-producto
1082279,3,Activos Multi-producto
1082280,1,Jóvenes Exploradores
1082282,3,Activos Multi-producto
1082283,3,Activos Multi-producto
1082284,1,Jóvenes Exploradores
1082285,1,Jóvenes Exploradores
1082286,1,Jóvenes Exploradores
1082287,3,Activos Multi-producto
1082288,1,Jóvenes Exploradores
1082289,5,Particulares Activos
1082290,3,Activos Multi-producto
1082291,1,Jóvenes Exploradores
1082292,1,Jóvenes Exploradores
1082293,3,Activos Multi-producto
1082295,1,Jóvenes Exploradores
1082296,3,Activos Multi-producto
1082297,3,Activos Multi-producto
1082298,3,Activos Multi-producto
1082299,4,Universitarios Estándar
1082300,3,Activos Multi-producto
1082301,1,Jóvenes Exploradores
1082302,3,Activos Multi-producto
1082303,1,Jóvenes Exploradores
1082304,1,Jóvenes Exploradores
1082305,3,Activos Multi-producto
1082306,3,Activos Multi-producto
1082307,5,Particulares Activos
1082308,1,Jóvenes Exploradores
1082309,3,Activos Multi-producto
1082310,1,Jóvenes Exploradores
1082311,3,Activos Multi-producto
1082313,3,Activos Multi-producto
1082314,3,Activos Multi-producto
1082315,3,Activos Multi-producto
1082316,1,Jóvenes Exploradores
1082317,4,Universitarios Estándar
1082318,3,Activos Multi-producto
1082320,1,Jóvenes Exploradores
1082321,3,Activos Multi-producto
1082322,3,Activos Multi-producto
1082323,1,Jóvenes Exploradores
1082324,1,Jóvenes Exploradores
1082325,3,Activos Multi-producto
1082326,3,Activos Multi-producto
1082327,3,Activos Multi-producto
1082328,1,Jóvenes Exploradores
1082329,3,Activos Multi-producto
1082330,1,Jóvenes Exploradores
1082331,1,Jóvenes Exploradores
1082332,3,Activos Multi-producto
1082333,1,Jóvenes Exploradores
1082334,3,Activos Multi-producto
1082335,3,Activos Multi-producto
1082336,3,Activos Multi-producto
1082337,1,Jóvenes Exploradores
1082338,3,Activos Multi-producto
1082339,1,Jóvenes Exploradores
1082340,3,Activos Multi-producto
1082341,2,Profesionales Dormidos
1082342,3,Activos Multi-producto
1082344,1,Jóvenes Exploradores
1082345,1,Jóvenes Exploradores
1082346,3,Activos Multi-producto
1082347,3,Activos Multi-producto
1082348,1,Jóvenes Exploradores
1082349,2,Profesionales Dormidos
1082350,3,Activos Multi-producto
1082351,5,Particulares Activos
1082352,1,Jóvenes Exploradores
1082353,3,Activos Multi-producto
1082354,2,Profesionales Dormidos
1082355,3,Activos Multi-producto
1082356,1,Jóvenes Exploradores
1082357,1,Jóvenes Exploradores
1082358,4,Universitarios Estándar
1082359,3,Activos Multi-producto
1082360,1,Jóvenes Exploradores
1082361,3,Activos Multi-producto
1082362,1,Jóvenes Exploradores
1082363,3,Activos Multi-producto
1082365,4,Universitarios Estándar
1082366,1,Jóvenes Exploradores
1082367,1,Jóvenes Exploradores
1082368,4,Universitarios Estándar
1082369,1,Jóvenes Exploradores
1082370,1,Jóvenes Exploradores
1082372,3,Activos Multi-producto
1082373,3,Activos Multi-producto
1082374,3,Activos Multi-producto
1082375,1,Jóvenes Exploradores
1082376,4,Universitarios Estándar
1082377,1,Jóvenes Exploradores
1082378,1,Jóvenes Exploradores
1082380,1,Jóvenes Exploradores
1082381,3,Activos Multi-producto
1082382,3,Activos Multi-producto
1082383,1,Jóvenes Exploradores
1082384,1,Jóvenes Exploradores
1082385,2,Profesionales Dormidos
1082386,1,Jóvenes Exploradores
1082387,1,Jóvenes Exploradores
1082388,6,Alto Potencial Virgen
1082389,1,Jóvenes Exploradores
1082390,3,Activos Multi-producto
1082392,5,Particulares Activos
1082393,2,Profesionales Dormidos
1082394,6,Alto Potencial Virgen
1082395,1,Jóvenes Exploradores
1082396,5,Particulares Activos
1082397,1,Jóvenes Exploradores
1082398,1,Jóvenes Exploradores
1082399,1,Jóvenes Exploradores
1082400,3,Activos Multi-producto
1082404,3,Activos Multi-producto
1082405,1,Jóvenes Exploradores
1082406,1,Jóvenes Exploradores
1082407,4,Universitarios Estándar
1082408,3,Activos Multi-producto
1082409,6,Alto Potencial Virgen
1082410,2,Profesionales Dormidos
1082411,3,Activos Multi-producto
1082412,1,Jóvenes Exploradores
1082413,6,Alto Potencial Virgen
1082414,2,Profesionales Dormidos
1082416,1,Jóvenes Exploradores
1082417,3,Activos Multi-producto
1082419,3,Activos Multi-producto
1082421,2,Profesionales Dormidos
1082422,2,Profesionales Dormidos
1082423,3,Activos Multi-producto
1082424,2,Profesionales Dormidos
1082425,1,Jóvenes Exploradores
1082426,5,Particulares Activos
1082427,1,Jóvenes Exploradores
1082428,1,Jóvenes Exploradores
1082429,1,Jóvenes Exploradores
1082430,1,Jóvenes Exploradores
1082431,2,Profesionales Dormidos
1082432,3,Activos Multi-producto
1082433,2,Profesionales Dormidos
1082435,1,Jóvenes Exploradores
1082436,1,Jóvenes Exploradores
1082437,1,Jóvenes Exploradores
1082438,3,Activos Multi-producto
1082439,1,Jóvenes Exploradores
1082440,1,Jóvenes Exploradores
1082441,4,Universitarios Estándar
1082442,1,Jóvenes Exploradores
1082443,1,Jóvenes Exploradores
1082444,1,Jóvenes Exploradores
1082445,3,Activos Multi-producto
1082446,3,Activos Multi-producto
1082447,1,Jóvenes Exploradores
1082448,1,Jóvenes Exploradores
1082449,3,Activos Multi-producto
1082450,2,Profesionales Dormidos
1082451,1,Jóvenes Exploradores
1082452,1,Jóvenes Exploradores
1082453,5,Particulares Activos
1082454,5,Particulares Activos
1082455,1,Jóvenes Exploradores
1082457,2,Profesionales Dormidos
1082458,1,Jóvenes Exploradores
1082460,1,Jóvenes Exploradores
1082461,4,Universitarios Estándar
1082463,3,Activos Multi-producto
1082464,5,Particulares Activos
1082465,6,Alto Potencial Virgen
1082466,1,Jóvenes Exploradores
1082467,3,Activos Multi-producto
1082468,1,Jóvenes Exploradores
1082469,1,Jóvenes Exploradores
1082471,1,Jóvenes Exploradores
1082472,2,Profesionales Dormidos
1082473,1,Jóvenes Exploradores
1082474,1,Jóvenes Exploradores
1082475,1,Jóvenes Exploradores
1082476,4,Universitarios Estándar
1082478,3,Activos Multi-producto
1082479,1,Jóvenes Exploradores
1082480,1,Jóvenes Exploradores
1082481,3,Activos Multi-producto
1082482,1,Jóvenes Exploradores
1082484,6,Alto Potencial Virgen
1082485,1,Jóvenes Exploradores
1082486,2,Profesionales Dormidos
1082487,3,Activos Multi-producto
1082488,6,Alto Potencial Virgen
1082489,2,Profesionales Dormidos
1082490,3,Activos Multi-producto
1082491,1,Jóvenes Exploradores
1082492,1,Jóvenes Exploradores
1082493,5,Particulares Activos
1082495,1,Jóvenes Exploradores
1082496,5,Particulares Activos
1082497,5,Particulares Activos
1082498,1,Jóvenes Exploradores
1082499,1,Jóvenes Exploradores
1082500,1,Jóvenes Exploradores
1082501,4,Universitarios Estándar
1082502,2,Profesionales Dormidos
1082503,3,Activos Multi-producto
1082504,1,Jóvenes Exploradores
1082505,1,Jóvenes Exploradores
1082506,1,Jóvenes Exploradores
1082507,1,Jóvenes Exploradores
1082508,1,Jóvenes Exploradores
1082509,1,Jóvenes Exploradores
1082511,3,Activos Multi-producto
1082512,2,Profesionales Dormidos
1082513,1,Jóvenes Exploradores
1082514,2,Profesionales Dormidos
1082515,1,Jóvenes Exploradores
1082516,1,Jóvenes Exploradores
1082517,3,Activos Multi-producto
1082518,5,Particulares Activos
1082519,6,Alto Potencial Virgen
1082520,1,Jóvenes Exploradores
1082521,1,Jóvenes Exploradores
1082522,1,Jóvenes Exploradores
1082523,3,Activos Multi-producto
1082524,1,Jóvenes Exploradores
1082525,1,Jóvenes Exploradores
1082526,3,Activos Multi-producto
1082527,1,Jóvenes Exploradores
1082528,1,Jóvenes Exploradores
1082529,5,Particulares Activos
1082530,3,Activos Multi-producto
1082531,1,Jóvenes Exploradores
1082532,1,Jóvenes Exploradores
1082533,1,Jóvenes Exploradores
1082534,6,Alto Potencial Virgen
1082535,1,Jóvenes Exploradores
1082536,1,Jóvenes Exploradores
1082537,2,Profesionales Dormidos
1082538,6,Alto Potencial Virgen
1082539,1,Jóvenes Exploradores
1082540,1,Jóvenes Exploradores
1082541,4,Universitarios Estándar
1082543,3,Activos Multi-producto
1082544,1,Jóvenes Exploradores
1082545,1,Jóvenes Exploradores
1082546,1,Jóvenes Exploradores
1082547,1,Jóvenes Exploradores
1082548,2,Profesionales Dormidos
1082549,6,Alto Potencial Virgen
1082550,6,Alto Potencial Virgen
1082551,3,Activos Multi-producto
1082552,1,Jóvenes Exploradores
1082553,1,Jóvenes Exploradores
1082554,1,Jóvenes Exploradores
1082555,1,Jóvenes Exploradores
1082556,2,Profesionales Dormidos
1082557,1,Jóvenes Exploradores
1082558,1,Jóvenes Exploradores
1082559,1,Jóvenes Exploradores
1082560,1,Jóvenes Exploradores
1082561,3,Activos Multi-producto
1082563,1,Jóvenes Exploradores
1082564,1,Jóvenes Exploradores
1082565,1,Jóvenes Exploradores
1082566,1,Jóvenes Exploradores
1082567,1,Jóvenes Exploradores
1082568,1,Jóvenes Exploradores
1082569,2,Profesionales Dormidos
1082570,3,Activos Multi-producto
1082571,1,Jóvenes Exploradores
1082572,3,Activos Multi-producto
1082573,1,Jóvenes Exploradores
1082574,1,Jóvenes Exploradores
1082575,3,Activos Multi-producto
1082576,1,Jóvenes Exploradores
1082577,1,Jóvenes Exploradores
1082578,1,Jóvenes Exploradores
1082579,3,Activos Multi-producto
1082580,1,Jóvenes Exploradores
1082581,3,Activos Multi-producto
1082582,4,Universitarios Estándar
1082584,3,Activos Multi-producto
1082585,1,Jóvenes Exploradores
1082587,2,Profesionales Dormidos
1082588,3,Activos Multi-producto
1082590,3,Activos Multi-producto
1082591,1,Jóvenes Exploradores
1082593,1,Jóvenes Exploradores
1082594,1,Jóvenes Exploradores
1082595,1,Jóvenes Exploradores
1082596,3,Activos Multi-producto
1082597,1,Jóvenes Exploradores
1082598,1,Jóvenes Exploradores
1082599,1,Jóvenes Exploradores
1082600,5,Particulares Activos
1082601,1,Jóvenes Exploradores
1082603,3,Activos Multi-producto
1082604,1,Jóvenes Exploradores
1082605,1,Jóvenes Exploradores
1082606,1,Jóvenes Exploradores
1082607,1,Jóvenes Exploradores
1082608,3,Activos Multi-producto
1082609,3,Activos Multi-producto
1082610,1,Jóvenes Exploradores
1082611,1,Jóvenes Exploradores
1082612,1,Jóvenes Exploradores
1082613,1,Jóvenes Exploradores
1082614,1,Jóvenes Exploradores
1082616,1,Jóvenes Exploradores
1082617,1,Jóvenes Exploradores
1082618,3,Activos Multi-producto
1082619,1,Jóvenes Exploradores
1082620,1,Jóvenes Exploradores
1082621,2,Profesionales Dormidos
1082622,6,Alto Potencial Virgen
1082623,3,Activos Multi-producto
1082625,1,Jóvenes Exploradores
1082626,1,Jóvenes Exploradores
1082627,3,Activos Multi-producto
1082628,1,Jóvenes Exploradores
1082629,4,Universitarios Estándar
1082630,1,Jóvenes Exploradores
1082631,6,Alto Potencial Virgen
1082632,1,Jóvenes Exploradores
1082633,1,Jóvenes Exploradores
1082634,1,Jóvenes Exploradores
1082635,3,Activos Multi-producto
1082636,3,Activos Multi-producto
1082637,1,Jóvenes Exploradores
1082638,1,Jóvenes Exploradores
1082639,1,Jóvenes Exploradores
1082640,3,Activos Multi-producto
1082641,3,Activos Multi-producto
1082642,1,Jóvenes Exploradores
1082643,3,Activos Multi-producto
1082644,1,Jóvenes Exploradores
1082645,3,Activos Multi-producto
1082646,2,Profesionales Dormidos
1082647,1,Jóvenes Exploradores
1082648,3,Activos Multi-producto
1082649,1,Jóvenes Exploradores
1082650,3,Activos Multi-producto
1082651,1,Jóvenes Exploradores
1082652,3,Activos Multi-producto
1082653,3,Activos Multi-producto
1082654,3,Activos Multi-producto
1082655,1,Jóvenes Exploradores
1082656,1,Jóvenes Exploradores
1082657,3,Activos Multi-producto
1082658,3,Activos Multi-producto
1082659,2,Profesionales Dormidos
1082660,1,Jóvenes Exploradores
1082661,3,Activos Multi-producto
1082662,3,Activos Multi-producto
1082663,1,Jóvenes Exploradores
1082664,4,Universitarios Estándar
1082665,1,Jóvenes Exploradores
1082666,1,Jóvenes Exploradores
1082667,1,Jóvenes Exploradores
1082668,1,Jóvenes Exploradores
1082669,3,Activos Multi-producto
1082670,1,Jóvenes Exploradores
1082671,1,Jóvenes Exploradores
1082672,5,Particulares Activos
1082674,1,Jóvenes Exploradores
1082675,3,Activos Multi-producto
1082676,3,Activos Multi-producto
1082677,1,Jóvenes Exploradores
1082679,1,Jóvenes Exploradores
1082680,1,Jóvenes Exploradores
1082681,1,Jóvenes Exploradores
1082682,1,Jóvenes Exploradores
1082684,4,Universitarios Estándar
1082685,3,Activos Multi-producto
1082686,5,Particulares Activos
1082687,6,Alto Potencial Virgen
1082688,3,Activos Multi-producto
1082689,3,Activos Multi-producto
1082690,3,Activos Multi-producto
1082691,1,Jóvenes Exploradores
1082692,1,Jóvenes Exploradores
1082693,1,Jóvenes Exploradores
1082694,6,Alto Potencial Virgen
1082695,3,Activos Multi-producto
1082696,3,Activos Multi-producto
1082697,1,Jóvenes Exploradores
1082698,1,Jóvenes Exploradores
1082699,4,Universitarios Estándar
1082700,3,Activos Multi-producto
1082701,1,Jóvenes Exploradores
1082702,1,Jóvenes Exploradores
1082703,3,Activos Multi-producto
1082704,1,Jóvenes Exploradores
1082706,1,Jóvenes Exploradores
1082707,3,Activos Multi-producto
1082708,6,Alto Potencial Virgen
1082709,4,Universitarios Estándar
1082710,6,Alto Potencial Virgen
1082711,3,Activos Multi-producto
1082712,1,Jóvenes Exploradores
1082713,1,Jóvenes Exploradores
1082714,2,Profesionales Dormidos
1082715,6,Alto Potencial Virgen
1082716,1,Jóvenes Exploradores
1082717,3,Activos Multi-producto
1082718,2,Profesionales Dormidos
1082719,1,Jóvenes Exploradores
1082720,3,Activos Multi-producto
1082721,3,Activos Multi-producto
1082722,2,Profesionales Dormidos
1082723,4,Universitarios Estándar
1082724,1,Jóvenes Exploradores
1082725,1,Jóvenes Exploradores
1082726,3,Activos Multi-producto
1082728,3,Activos Multi-producto
1082729,4,Universitarios Estándar
1082730,1,Jóvenes Exploradores
1082731,3,Activos Multi-producto
1082732,1,Jóvenes Exploradores
1082733,3,Activos Multi-producto
1082734,1,Jóvenes Exploradores
1082735,1,Jóvenes Exploradores
1082736,3,Activos Multi-producto
1082737,3,Activos Multi-producto
1082738,1,Jóvenes Exploradores
1082739,1,Jóvenes Exploradores
1082740,1,Jóvenes Exploradores
1082743,3,Activos Multi-producto
1082744,2,Profesionales Dormidos
1082745,1,Jóvenes Exploradores
1082746,1,Jóvenes Exploradores
1082747,3,Activos Multi-producto
1082748,2,Profesionales Dormidos
1082749,3,Activos Multi-producto
1082750,1,Jóvenes Exploradores
1082751,1,Jóvenes Exploradores
1082752,3,Activos Multi-producto
1082754,5,Particulares Activos
1082756,3,Activos Multi-producto
1082757,3,Activos Multi-producto
1082758,1,Jóvenes Exploradores
1082759,3,Activos Multi-producto
1082760,1,Jóvenes Exploradores
1082761,1,Jóvenes Exploradores
1082762,1,Jóvenes Exploradores
1082763,1,Jóvenes Exploradores
1082764,1,Jóvenes Exploradores
1082765,1,Jóvenes Exploradores
1082766,3,Activos Multi-producto
1082768,1,Jóvenes Exploradores
1082769,3,Activos Multi-producto
1082770,1,Jóvenes Exploradores
1082771,1,Jóvenes Exploradores
1082772,1,Jóvenes Exploradores
1082773,3,Activos Multi-producto
1082774,3,Activos Multi-producto
1082775,3,Activos Multi-producto
1082776,1,Jóvenes Exploradores
1082777,3,Activos Multi-producto
1082778,2,Profesionales Dormidos
1082779,1,Jóvenes Exploradores
1082780,3,Activos Multi-producto
1082781,3,Activos Multi-producto
1082782,1,Jóvenes Exploradores
1082783,1,Jóvenes Exploradores
1082784,6,Alto Potencial Virgen
1082785,3,Activos Multi-producto
1082786,6,Alto Potencial Virgen
1082787,1,Jóvenes Exploradores
1082788,1,Jóvenes Exploradores
1082789,1,Jóvenes Exploradores
1082790,3,Activos Multi-producto
1082791,3,Activos Multi-producto
1082792,4,Universitarios Estándar
1082793,1,Jóvenes Exploradores
1082794,1,Jóvenes Exploradores
1082795,1,Jóvenes Exploradores
1082796,3,Activos Multi-producto
1082797,1,Jóvenes Exploradores
1082798,5,Particulares Activos
1082799,3,Activos Multi-producto
1082800,1,Jóvenes Exploradores
1082801,1,Jóvenes Exploradores
1082802,1,Jóvenes Exploradores
1082803,3,Activos Multi-producto
1082804,1,Jóvenes Exploradores
1082805,3,Activos Multi-producto
1082806,3,Activos Multi-producto
1082807,1,Jóvenes Exploradores
1082808,4,Universitarios Estándar
1082810,3,Activos Multi-producto
1082811,4,Universitarios Estándar
1082812,6,Alto Potencial Virgen
1082813,1,Jóvenes Exploradores
1082815,1,Jóvenes Exploradores
1082816,3,Activos Multi-producto
1082817,1,Jóvenes Exploradores
1082818,1,Jóvenes Exploradores
1082819,1,Jóvenes Exploradores
1082820,2,Profesionales Dormidos
1082821,6,Alto Potencial Virgen
1082822,2,Profesionales Dormidos
1082823,4,Universitarios Estándar
1082824,1,Jóvenes Exploradores
1082825,2,Profesionales Dormidos
1082826,2,Profesionales Dormidos
1082827,5,Particulares Activos
1082828,1,Jóvenes Exploradores
1082829,1,Jóvenes Exploradores
1082830,6,Alto Potencial Virgen
1082831,5,Particulares Activos
1082832,4,Universitarios Estándar
1082833,5,Particulares Activos
1082834,4,Universitarios Estándar
1082835,1,Jóvenes Exploradores
1082836,6,Alto Potencial Virgen
1082837,2,Profesionales Dormidos
1082838,1,Jóvenes Exploradores
1082839,1,Jóvenes Exploradores
1082840,1,Jóvenes Exploradores
1082841,1,Jóvenes Exploradores
1082842,3,Activos Multi-producto
1082843,1,Jóvenes Exploradores
1082844,1,Jóvenes Exploradores
1082845,1,Jóvenes Exploradores
1082847,3,Activos Multi-producto
1082848,2,Profesionales Dormidos
1082849,1,Jóvenes Exploradores
1082850,1,Jóvenes Exploradores
1082851,3,Activos Multi-producto
1082852,1,Jóvenes Exploradores
1082853,2,Profesionales Dormidos
1082854,4,Universitarios Estándar
1082855,1,Jóvenes Exploradores
1082856,6,Alto Potencial Virgen
1082857,1,Jóvenes Exploradores
1082858,1,Jóvenes Exploradores
1082859,6,Alto Potencial Virgen
1082861,3,Activos Multi-producto
1082862,3,Activos Multi-producto
1082864,1,Jóvenes Exploradores
1082865,1,Jóvenes Exploradores
1082866,3,Activos Multi-producto
1082867,1,Jóvenes Exploradores
1082868,1,Jóvenes Exploradores
1082869,6,Alto Potencial Virgen
1082870,1,Jóvenes Exploradores
1082872,1,Jóvenes Exploradores
1082873,1,Jóvenes Exploradores
1082874,2,Profesionales Dormidos
1082875,3,Activos Multi-producto
1082876,1,Jóvenes Exploradores
1082877,3,Activos Multi-producto
1082878,1,Jóvenes Exploradores
1082879,1,Jóvenes Exploradores
1082880,1,Jóvenes Exploradores
1082881,3,Activos Multi-producto
1082882,5,Particulares Activos
1082884,1,Jóvenes Exploradores
1082885,6,Alto Potencial Virgen
1082886,3,Activos Multi-producto
1082888,1,Jóvenes Exploradores
1082889,6,Alto Potencial Virgen
1082890,1,Jóvenes Exploradores
1082891,3,Activos Multi-producto
1082892,3,Activos Multi-producto
1082894,1,Jóvenes Exploradores
1082895,1,Jóvenes Exploradores
1082897,1,Jóvenes Exploradores
1082898,1,Jóvenes Exploradores
1082899,1,Jóvenes Exploradores
1082900,5,Particulares Activos
1082902,5,Particulares Activos
1082904,5,Particulares Activos
1082905,2,Profesionales Dormidos
1082906,2,Profesionales Dormidos
1082909,2,Profesionales Dormidos
1082910,5,Particulares Activos
1082912,5,Particulares Activos
1082913,5,Particulares Activos
1082915,2,Profesionales Dormidos
1082916,4,Universitarios Estándar
1082919,2,Profesionales Dormidos
1082920,2,Profesionales Dormidos
1082922,2,Profesionales Dormidos
1082924,5,Particulares Activos
1082926,5,Particulares Activos
1082927,5,Particulares Activos
1082929,5,Particulares Activos
1082930,2,Profesionales Dormidos
1082931,5,Particulares Activos
1082933,2,Profesionales Dormidos
1082934,5,Particulares Activos
1082935,4,Universitarios Estándar
1082936,5,Particulares Activos
1082937,5,Particulares Activos
1082938,2,Profesionales Dormidos
1082940,2,Profesionales Dormidos
1082941,5,Particulares Activos
1082942,5,Particulares Activos
1082943,3,Activos Multi-producto
1082945,2,Profesionales Dormidos
1082946,5,Particulares Activos
1082947,5,Particulares Activos
1082948,1,Jóvenes Exploradores
1082949,5,Particulares Activos
1082950,1,Jóvenes Exploradores
1082952,2,Profesionales Dormidos
1082954,2,Profesionales Dormidos
1082955,5,Particulares Activos
1082957,5,Particulares Activos
1082959,2,Profesionales Dormidos
1082960,2,Profesionales Dormidos
1082961,5,Particulares Activos
1082962,5,Particulares Activos
1082965,5,Particulares Activos
1082967,5,Particulares Activos
1082968,2,Profesionales Dormidos
1082969,5,Particulares Activos
1082970,5,Particulares Activos
1082971,2,Profesionales Dormidos
1082972,5,Particulares Activos
1082973,2,Profesionales Dormidos
1082974,5,Particulares Activos
1082976,3,Activos Multi-producto
1082978,2,Profesionales Dormidos
1082979,2,Profesionales Dormidos
1082981,2,Profesionales Dormidos
1082982,2,Profesionales Dormidos
1082983,1,Jóvenes Exploradores
1082985,5,Particulares Activos
1082986,5,Particulares Activos
1082987,1,Jóvenes Exploradores
1082988,2,Profesionales Dormidos
1082990,2,Profesionales Dormidos
1082991,5,Particulares Activos
1082992,5,Particulares Activos
1082993,2,Profesionales Dormidos
1082994,2,Profesionales Dormidos
1082995,5,Particulares Activos
1082996,5,Particulares Activos
1082999,2,Profesionales Dormidos
1083002,2,Profesionales Dormidos
1083003,2,Profesionales Dormidos
1083005,1,Jóvenes Exploradores
1083006,2,Profesionales Dormidos
1083008,5,Particulares Activos
1083009,3,Activos Multi-producto
1083010,5,Particulares Activos
1083011,5,Particulares Activos
1083012,2,Profesionales Dormidos
1083013,2,Profesionales Dormidos
1083014,2,Profesionales Dormidos
1083016,3,Activos Multi-producto
1083019,2,Profesionales Dormidos
108302,5,Particulares Activos
1083020,2,Profesionales Dormidos
1083022,5,Particulares Activos
1083023,2,Profesionales Dormidos
