pk_cid,cluster,cluster_name,propensity_pension
1530664,7,Valor Medio-Alto,0.99051297
1547278,7,Valor Medio-Alto,0.9895091
1541695,7,Valor Medio-Alto,0.9894387
1546428,7,Valor Medio-Alto,0.98836577
1539503,7,Valor Medio-Alto,0.98783827
1543722,7,Valor Medio-Alto,0.9877829
1546555,7,Valor Medio-Alto,0.987615
1545607,7,Valor Medio-Alto,0.9874806
1546197,7,Valor Medio-Alto,0.9871242
1547308,7,Valor Medio-Alto,0.9870768
1528499,7,Valor Medio-Alto,0.9869962
1543354,7,Valor Medio-Alto,0.9866723
1545023,7,Valor Medio-Alto,0.98653877
1545590,7,Valor Medio-Alto,0.9862917
1546180,7,Valor Medio-Alto,0.9862872
1548042,7,Valor Medio-Alto,0.9862585
1538911,7,Valor Medio-Alto,0.98614603
1546830,7,Valor Medio-Alto,0.986089
1542975,7,Valor Medio-Alto,0.98566115
1545048,7,Valor Medio-Alto,0.9853704
1547888,7,Valor Medio-Alto,0.98522043
1544994,7,Valor Medio-Alto,0.9848643
1546801,7,Valor Medio-Alto,0.9846541
1529758,7,Valor Medio-Alto,0.9844477
1543841,7,Valor Medio-Alto,0.98441595
1531737,7,Valor Medio-Alto,0.9837366
1545335,7,Valor Medio-Alto,0.9835947
1546168,7,Valor Medio-Alto,0.98354524
1545933,7,Valor Medio-Alto,0.9834609
1547615,7,Valor Medio-Alto,0.98319095
1547819,7,Valor Medio-Alto,0.9831588
1546649,7,Valor Medio-Alto,0.98314476
1546406,7,Valor Medio-Alto,0.9830699
1543709,7,Valor Medio-Alto,0.9829768
1547628,7,Valor Medio-Alto,0.98289096
1534619,7,Valor Medio-Alto,0.98285115
1543741,7,Valor Medio-Alto,0.98275214
1540415,7,Valor Medio-Alto,0.9824823
1522736,7,Valor Medio-Alto,0.98242456
1546208,7,Valor Medio-Alto,0.98238325
1542565,7,Valor Medio-Alto,0.9823782
1525692,7,Valor Medio-Alto,0.98194456
162927,7,Valor Medio-Alto,0.9818444
1546681,7,Valor Medio-Alto,0.9816896
1548150,7,Valor Medio-Alto,0.9815918
1544706,7,Valor Medio-Alto,0.9815586
1544336,7,Valor Medio-Alto,0.9815254
1544688,7,Valor Medio-Alto,0.9814904
1534831,7,Valor Medio-Alto,0.9813716
1547237,7,Valor Medio-Alto,0.9811863
1525855,7,Valor Medio-Alto,0.9811047
1529569,7,Valor Medio-Alto,0.98067576
1546686,7,Valor Medio-Alto,0.98061246
1545598,7,Valor Medio-Alto,0.98040605
1545009,7,Valor Medio-Alto,0.98029214
1539547,7,Valor Medio-Alto,0.98027956
1531865,7,Valor Medio-Alto,0.98027325
1522874,7,Valor Medio-Alto,0.9801342
1538605,7,Valor Medio-Alto,0.9801288
1545722,7,Valor Medio-Alto,0.9801161
1547636,7,Valor Medio-Alto,0.9799875
1544947,7,Valor Medio-Alto,0.97986346
1533633,7,Valor Medio-Alto,0.9798375
1543275,7,Valor Medio-Alto,0.97971934
1531703,7,Valor Medio-Alto,0.9796848
1538300,7,Valor Medio-Alto,0.97967106
1538968,7,Valor Medio-Alto,0.9795359
1543142,7,Valor Medio-Alto,0.9795273
1530260,7,Valor Medio-Alto,0.9794247
1546062,7,Valor Medio-Alto,0.9793855
1520640,7,Valor Medio-Alto,0.97929436
1532426,7,Valor Medio-Alto,0.97927606
1544018,7,Valor Medio-Alto,0.9790956
1534244,7,Valor Medio-Alto,0.97888684
1547828,7,Valor Medio-Alto,0.9788512
1522348,7,Valor Medio-Alto,0.97883797
1540431,7,Valor Medio-Alto,0.9788164
1545171,7,Valor Medio-Alto,0.97874534
1530615,7,Valor Medio-Alto,0.9787441
1543454,7,Valor Medio-Alto,0.97872275
1541397,7,Valor Medio-Alto,0.9786524
1531916,7,Valor Medio-Alto,0.9786205
1542884,7,Valor Medio-Alto,0.9786184
1529519,7,Valor Medio-Alto,0.9786098
1547804,7,Valor Medio-Alto,0.9786041
1547070,7,Valor Medio-Alto,0.97853845
1544895,7,Valor Medio-Alto,0.97830015
1530846,7,Valor Medio-Alto,0.97821915
1531441,7,Valor Medio-Alto,0.9781859
1545943,7,Valor Medio-Alto,0.97815484
1547913,7,Valor Medio-Alto,0.97800213
1520397,7,Valor Medio-Alto,0.97797674
1547563,8,Emergentes Premium,0.9915154
1548379,8,Emergentes Premium,0.99116874
1524796,8,Emergentes Premium,0.990629
1548558,8,Emergentes Premium,0.9897453
1548355,8,Emergentes Premium,0.98878735
1548696,8,Emergentes Premium,0.98878735
1548930,8,Emergentes Premium,0.98629135
1551116,8,Emergentes Premium,0.98616785
1548590,8,Emergentes Premium,0.98581356
1550901,8,Emergentes Premium,0.98493505
1549447,8,Emergentes Premium,0.98278457
1549579,8,Emergentes Premium,0.98142195
1551065,8,Emergentes Premium,0.9805493
1532895,8,Emergentes Premium,0.98041254
1547649,8,Emergentes Premium,0.97912574
1546807,8,Emergentes Premium,0.9780839
1550536,8,Emergentes Premium,0.9774464
1548783,8,Emergentes Premium,0.9766391
1548870,8,Emergentes Premium,0.9762849
1548361,8,Emergentes Premium,0.9758764
1549665,8,Emergentes Premium,0.97517747
1549017,8,Emergentes Premium,0.97502136
1547561,8,Emergentes Premium,0.97472805
1546583,8,Emergentes Premium,0.97466624
1549418,8,Emergentes Premium,0.97428507
1547372,8,Emergentes Premium,0.9739947
1547658,8,Emergentes Premium,0.9739334
1533325,8,Emergentes Premium,0.9732136
1524865,8,Emergentes Premium,0.97311765
1550893,8,Emergentes Premium,0.9730812
1545948,8,Emergentes Premium,0.9728583
1550127,8,Emergentes Premium,0.9726052
1546425,8,Emergentes Premium,0.97252053
1548880,8,Emergentes Premium,0.9724072
1550413,8,Emergentes Premium,0.9724072
1547826,8,Emergentes Premium,0.97236335
1548555,8,Emergentes Premium,0.97192705
1545255,8,Emergentes Premium,0.97096145
1546388,8,Emergentes Premium,0.97062904
1551293,8,Emergentes Premium,0.9703645
1549689,8,Emergentes Premium,0.970326
1548610,8,Emergentes Premium,0.96998006
1549767,8,Emergentes Premium,0.96998006
1551879,8,Emergentes Premium,0.9699117
1549483,8,Emergentes Premium,0.9694407
1550789,8,Emergentes Premium,0.9694407
1551968,8,Emergentes Premium,0.9694407
1552101,8,Emergentes Premium,0.9694407
1547339,8,Emergentes Premium,0.96936
1550161,8,Emergentes Premium,0.9689649
1552581,8,Emergentes Premium,0.9689649
1552757,8,Emergentes Premium,0.9688636
1524802,8,Emergentes Premium,0.96866715
1544588,8,Emergentes Premium,0.96862274
1548847,8,Emergentes Premium,0.9685763
1549015,8,Emergentes Premium,0.9680847
1551003,8,Emergentes Premium,0.9677554
1548496,8,Emergentes Premium,0.9677013
1548605,8,Emergentes Premium,0.9677013
1549401,8,Emergentes Premium,0.9677013
1550928,8,Emergentes Premium,0.9677013
1551979,8,Emergentes Premium,0.9677013
1552702,8,Emergentes Premium,0.9677013
1524630,8,Emergentes Premium,0.9676386
1545020,8,Emergentes Premium,0.9674705
1545470,8,Emergentes Premium,0.9674705
1548581,8,Emergentes Premium,0.96746695
1550911,8,Emergentes Premium,0.96746695
1551032,8,Emergentes Premium,0.9674443
1551588,8,Emergentes Premium,0.9674443
1545449,8,Emergentes Premium,0.9673566
1546440,8,Emergentes Premium,0.9673566
1549072,8,Emergentes Premium,0.9670419
1542699,8,Emergentes Premium,0.9667905
1548770,8,Emergentes Premium,0.9665179
1548547,8,Emergentes Premium,0.96587557
1551263,8,Emergentes Premium,0.96587557
1548708,8,Emergentes Premium,0.9656669
1550743,8,Emergentes Premium,0.9654935
1551478,8,Emergentes Premium,0.96532583
1548337,8,Emergentes Premium,0.96521354
1548748,8,Emergentes Premium,0.96521354
1549456,8,Emergentes Premium,0.96521354
1550534,8,Emergentes Premium,0.96521354
1548810,8,Emergentes Premium,0.96511537
1549769,8,Emergentes Premium,0.96511537
1553147,8,Emergentes Premium,0.96511537
1549669,8,Emergentes Premium,0.9649931
1551514,8,Emergentes Premium,0.9649931
1552216,8,Emergentes Premium,0.9649931
1546851,8,Emergentes Premium,0.9646788
1550337,8,Emergentes Premium,0.9645564
1551047,8,Emergentes Premium,0.9645564
1549820,8,Emergentes Premium,0.9645399
1249618,8,Emergentes Premium,0.9643578
1541926,8,Emergentes Premium,0.96429116
1547883,8,Emergentes Premium,0.96428627
1550380,8,Emergentes Premium,0.96427697
1551965,8,Emergentes Premium,0.96427697
1546655,8,Emergentes Premium,0.9642482
